22:38:18.07,->,ID,,DLC,,,DATA,,,,
22:39:11.73,->,540,8,6,0,0,0,0,0,0,0
22:39:11.76,->,550,8,10,0,0,0,0,0,0,50
22:39:11.76,->,450,8,0,0,0,0,0,0,B,0
22:39:11.79,->,540,8,4,0,0,0,0,0,0,0
22:39:11.83,->,540,8,6,0,0,0,0,0,0,0
22:39:11.86,->,550,8,10,0,0,0,0,0,0,90
22:39:11.86,->,450,8,0,0,0,0,0,0,B,0
22:39:11.89,->,540,8,6,0,0,0,0,0,0,0
22:39:11.93,->,550,8,10,0,0,0,0,0,0,D0
22:39:11.96,->,450,8,0,0,0,0,0,0,B,0
22:39:11.96,->,550,8,10,0,0,0,0,0,0,30
22:39:11.99,->,540,8,6,0,0,0,0,0,0,0
22:39:12.03,->,550,8,10,0,0,0,0,0,0,50
22:39:12.06,->,450,8,0,0,0,0,0,0,B,0
22:39:12.09,->,540,8,2,0,0,0,11,0,1,D3
22:39:12.09,->,540,8,6,0,0,0,0,0,0,0
22:39:12.13,->,550,8,10,0,0,0,0,0,0,90
22:39:12.16,->,450,8,0,0,0,0,0,0,B,0
22:39:12.19,->,541,8,2,0,0,0,0,0,FF,FF
22:39:12.23,->,540,8,6,0,0,0,0,0,0,0
22:39:12.23,->,550,8,10,0,0,0,0,0,0,D0
22:39:12.26,->,450,8,0,0,0,0,0,0,B,0
22:39:12.29,->,541,8,2,0,0,0,0,0,FF,FF
22:39:12.33,->,540,8,6,0,0,0,0,0,0,0
22:39:12.33,->,550,8,10,0,0,0,0,0,0,50
22:39:12.36,->,450,8,0,0,0,0,0,0,B,0
22:39:12.39,->,540,8,4,0,0,0,0,0,0,0
22:39:12.43,->,540,8,6,0,0,0,0,0,0,0
22:39:12.46,->,550,8,10,0,0,0,0,0,0,90
22:39:12.46,->,450,8,0,0,0,0,0,0,B,0
22:39:12.49,->,540,8,4,0,0,0,0,0,0,0
22:39:12.53,->,540,8,6,0,0,0,0,0,0,0
22:39:12.56,->,550,8,10,0,0,0,0,0,0,D0
22:39:12.56,->,450,8,0,0,0,0,0,0,B,0
22:39:12.59,->,540,8,4,0,0,0,0,0,0,0
22:39:12.62,->,540,8,6,0,0,0,0,0,0,0
22:39:12.66,->,550,8,10,0,0,0,0,0,0,50
22:39:12.66,->,450,8,0,0,0,0,0,0,B,0
22:39:12.69,->,540,8,4,0,0,0,0,0,0,0
22:39:12.73,->,550,8,10,0,0,0,0,0,0,90
22:39:12.76,->,450,8,0,0,0,0,0,0,B,0
22:39:12.79,->,550,8,10,0,0,0,0,0,0,B0
22:39:12.79,->,540,8,6,0,0,0,0,0,0,0
22:39:12.82,->,550,8,10,0,0,0,0,0,0,D0
22:39:12.86,->,450,8,0,0,0,0,0,0,B,0
22:39:12.89,->,540,8,2,0,0,0,11,0,1,D3
22:39:12.89,->,540,8,6,0,0,0,0,0,0,0
22:39:12.92,->,550,8,10,0,0,0,0,0,0,50
22:39:12.96,->,450,8,0,0,0,0,0,0,B,0
22:39:12.99,->,541,8,2,0,0,0,0,0,FF,FF
22:39:13.03,->,540,8,6,0,0,0,0,0,0,0
22:39:13.03,->,550,8,10,0,0,0,0,0,0,90
22:39:13.06,->,450,8,0,0,0,0,0,0,B,0
22:39:13.09,->,541,8,2,0,0,0,0,0,FF,FF
22:39:13.12,->,540,8,6,0,0,0,0,0,0,0
22:39:13.12,->,550,8,10,0,0,0,0,0,0,D0
22:39:13.16,->,450,8,0,0,0,0,0,0,B,0
22:39:13.19,->,540,8,4,0,0,0,0,0,0,0
22:39:13.23,->,540,8,6,0,0,0,0,0,0,0
22:39:13.23,->,550,8,10,0,0,0,0,0,0,50
22:39:13.26,->,450,8,0,0,0,0,0,0,B,0
22:39:13.29,->,540,8,4,0,0,0,0,0,0,0
22:39:13.32,->,540,8,6,0,0,0,0,0,0,0
22:39:13.36,->,550,8,10,0,0,0,0,0,0,90
22:39:13.36,->,450,8,0,0,0,0,0,0,B,0
22:39:13.39,->,540,8,4,0,0,0,0,0,0,0
22:39:13.42,->,540,8,6,0,0,0,0,0,0,0
22:39:13.46,->,550,8,10,0,0,0,0,0,0,D0
22:39:13.46,->,450,8,0,0,0,0,0,0,B,0
22:39:13.49,->,540,8,4,0,0,0,0,0,0,0
22:39:13.52,->,540,8,6,0,0,0,0,0,0,0
22:39:13.56,->,550,8,10,0,0,0,0,0,0,50
22:39:13.59,->,450,8,0,0,0,0,0,0,B,0
22:39:13.59,->,540,8,6,0,0,0,0,0,0,0
22:39:13.62,->,550,8,10,0,0,0,0,0,0,90
22:39:13.66,->,450,8,0,0,0,0,0,0,B,0
22:39:13.69,->,550,8,10,0,0,0,0,0,0,B0
22:39:13.69,->,540,8,6,0,0,0,0,0,0,0
22:39:13.72,->,550,8,10,0,0,0,0,0,0,D0
22:39:13.76,->,450,8,0,0,0,0,0,0,B,0
22:39:13.79,->,540,8,2,0,0,0,11,0,1,D2
22:39:13.82,->,540,8,6,0,0,0,0,0,0,0
22:39:13.82,->,550,8,10,0,0,0,0,0,0,50
22:39:13.86,->,450,8,0,0,0,0,0,0,B,0
22:39:13.89,->,541,8,2,0,0,0,0,0,FF,FF
22:39:13.92,->,540,8,6,0,0,0,0,0,0,0
22:39:13.92,->,550,8,10,0,0,0,0,0,0,90
22:39:13.96,->,450,8,0,0,0,0,0,0,B,0
22:39:13.99,->,541,8,2,0,0,0,0,0,FF,FF
22:39:14.03,->,540,8,6,0,0,0,0,0,0,0
22:39:14.03,->,550,8,10,0,0,0,0,0,0,D0
22:39:14.06,->,450,8,0,0,0,0,0,0,B,0
22:39:14.09,->,540,8,4,0,0,0,0,0,0,0
22:39:14.13,->,540,8,6,0,0,0,0,0,0,0
22:39:14.13,->,550,8,10,0,0,0,0,0,0,50
22:39:14.16,->,450,8,0,0,0,0,0,0,B,0
22:39:14.19,->,540,8,4,0,0,0,0,0,0,0
22:39:14.23,->,540,8,6,0,0,0,0,0,0,0
22:39:14.26,->,550,8,10,0,0,0,0,0,0,90
22:39:14.26,->,450,8,0,0,0,0,0,0,B,0
22:39:14.30,->,540,8,4,0,0,0,0,0,0,0
22:39:14.33,->,540,8,6,0,0,0,0,0,0,0
22:39:14.36,->,550,8,10,0,0,0,0,0,0,D0
22:39:14.36,->,450,8,0,0,0,0,0,0,B,0
22:39:14.40,->,540,8,4,0,0,0,0,0,0,0
22:39:14.43,->,450,8,0,0,0,0,0,0,B,0
22:39:14.46,->,550,8,10,0,0,0,0,0,0,50
22:39:14.46,->,450,8,0,0,0,0,0,0,B,0
22:39:14.50,->,540,8,6,0,0,0,0,0,0,0
22:39:14.53,->,550,8,10,0,0,0,0,0,0,90
22:39:14.57,->,450,8,0,0,0,0,0,0,B,0
22:39:14.57,->,550,8,10,0,0,0,0,0,0,B0
22:39:14.60,->,540,8,6,0,0,0,0,0,0,0
22:39:14.63,->,550,8,10,0,0,0,0,0,0,D0
22:39:14.67,->,450,8,0,0,0,0,0,0,B,0
22:39:14.67,->,540,8,2,0,0,0,11,0,1,D2
22:39:14.70,->,540,8,6,0,0,0,0,0,0,0
22:39:14.73,->,550,8,10,0,0,0,0,0,0,50
22:39:14.77,->,450,8,0,0,0,0,0,0,B,0
22:39:14.80,->,541,8,2,0,0,0,0,0,FF,FF
22:39:14.80,->,540,8,6,0,0,0,0,0,0,0
22:39:14.83,->,550,8,10,0,0,0,0,0,0,90
22:39:14.87,->,450,8,0,0,0,0,0,0,B,0
22:39:14.90,->,540,8,4,0,0,0,0,0,0,0
22:39:14.90,->,540,8,6,0,0,0,0,0,0,0
22:39:14.93,->,550,8,10,0,0,0,0,0,0,D0
22:39:14.97,->,450,8,0,0,0,0,0,0,B,0
22:39:15.00,->,540,8,4,0,0,0,0,0,0,0
22:39:15.00,->,540,8,6,0,0,0,0,0,0,0
22:39:15.03,->,550,8,10,0,0,0,0,0,0,50
22:39:15.06,->,450,8,0,0,0,0,0,0,B,0
22:39:15.10,->,540,8,4,0,0,0,0,0,0,0
22:39:15.13,->,540,8,6,0,0,0,0,0,0,0
22:39:15.13,->,550,8,10,0,0,0,0,0,0,90
22:39:15.17,->,450,8,0,0,0,0,0,0,B,0
22:39:15.20,->,540,8,4,0,0,0,0,0,0,0
22:39:15.23,->,540,8,6,0,0,0,0,0,0,0
22:39:15.23,->,550,8,10,0,0,0,0,0,0,D0
22:39:15.26,->,450,8,0,0,0,0,0,0,B,0
22:39:15.30,->,540,8,4,0,0,0,0,0,0,0
22:39:15.33,->,540,8,6,0,0,0,0,0,0,0
22:39:15.33,->,550,8,10,0,0,0,0,0,0,50
22:39:15.36,->,450,8,0,0,0,0,0,0,B,0
22:39:15.40,->,540,8,6,0,0,0,0,0,0,0
22:39:15.43,->,550,8,10,0,0,0,0,0,0,90
22:39:15.46,->,450,8,0,0,0,0,0,0,B,0
22:39:15.46,->,550,8,10,0,0,0,0,0,0,B0
22:39:15.50,->,540,8,6,0,0,0,0,0,0,0
22:39:15.53,->,550,8,10,0,0,0,0,0,0,D0
22:39:15.57,->,450,8,0,0,0,0,0,0,B,0
22:39:15.57,->,540,8,2,0,0,0,11,0,1,D1
22:39:15.60,->,540,8,6,0,0,0,0,0,0,0
22:39:15.63,->,550,8,10,0,0,0,0,0,0,50
22:39:15.66,->,450,8,0,0,0,0,0,0,B,0
22:39:15.70,->,541,8,2,0,0,0,0,0,FF,FF
22:39:15.70,->,540,8,6,0,0,0,0,0,0,0
22:39:15.73,->,550,8,10,0,0,0,0,0,0,90
22:39:15.76,->,450,8,0,0,0,0,0,0,B,0
22:39:15.80,->,541,8,2,0,0,0,0,0,FF,FF
22:39:15.80,->,540,8,6,0,0,0,0,0,0,0
22:39:15.83,->,550,8,10,0,0,0,0,0,0,D0
22:39:15.86,->,450,8,0,0,0,0,0,0,B,0
22:39:15.90,->,540,8,4,0,0,0,0,0,0,0
22:39:15.93,->,540,8,6,0,0,0,0,0,0,0
22:39:15.93,->,550,8,10,0,0,0,0,0,0,50
22:39:15.96,->,450,8,0,0,0,0,0,0,B,0
22:39:16.00,->,540,8,4,0,0,0,0,0,0,0
22:39:16.03,->,540,8,6,0,0,0,0,0,0,0
22:39:16.03,->,550,8,10,0,0,0,0,0,0,90
22:39:16.06,->,450,8,0,0,0,0,0,0,B,0
22:39:16.10,->,540,8,4,0,0,0,0,0,0,0
22:39:16.13,->,540,8,6,0,0,0,0,0,0,0
22:39:16.13,->,550,8,10,0,0,0,0,0,0,D0
22:39:16.17,->,450,8,0,0,0,0,0,0,B,0
22:39:16.20,->,540,8,4,0,0,0,0,0,0,0
22:39:16.23,->,450,8,0,0,0,0,0,0,B,0
22:39:16.23,->,550,8,10,0,0,0,0,0,0,50
22:39:16.26,->,450,8,0,0,0,0,0,0,B,0
22:39:16.30,->,540,8,6,0,0,0,0,0,0,0
22:39:16.33,->,550,8,10,0,0,0,0,0,0,90
22:39:16.36,->,450,8,0,0,0,0,0,0,B,0
22:39:16.36,->,550,8,10,0,0,0,0,0,0,B0
22:39:16.40,->,540,8,6,0,0,0,0,0,0,0
22:39:16.43,->,550,8,10,0,0,0,0,0,0,D0
22:39:16.46,->,450,8,0,0,0,0,0,0,B,0
22:39:16.50,->,540,8,2,0,0,0,11,0,1,D1
22:39:16.50,->,540,8,6,0,0,0,0,0,0,0
22:39:16.53,->,550,8,10,0,0,0,0,0,0,50
22:39:16.56,->,450,8,0,0,0,0,0,0,B,0
22:39:16.60,->,541,8,2,0,0,0,0,0,FF,FF
22:39:16.60,->,540,8,6,0,0,0,0,0,0,0
22:39:16.63,->,550,8,10,0,0,0,0,0,0,90
22:39:16.66,->,450,8,0,0,0,0,0,0,B,0
22:39:16.70,->,540,8,4,0,0,0,0,0,0,0
22:39:16.73,->,540,8,6,0,0,0,0,0,0,0
22:39:16.73,->,550,8,10,0,0,0,0,0,0,D0
22:39:16.77,->,450,8,0,0,0,0,0,0,B,0
22:39:16.80,->,540,8,4,0,0,0,0,0,0,0
22:39:16.83,->,540,8,6,0,0,0,0,0,0,0
22:39:16.83,->,550,8,10,0,0,0,0,0,0,50
22:39:16.86,->,450,8,0,0,0,0,0,0,B,0
22:39:16.90,->,540,8,4,0,0,0,0,0,0,0
22:39:16.93,->,540,8,6,0,0,0,0,0,0,0
22:39:16.93,->,550,8,10,0,0,0,0,0,0,90
22:39:16.96,->,450,8,0,0,0,0,0,0,B,0
22:39:17.00,->,540,8,4,0,0,0,0,0,0,0
22:39:17.03,->,540,8,6,0,0,0,0,0,0,0
22:39:17.06,->,550,8,10,0,0,0,0,0,0,D0
22:39:17.06,->,450,8,0,0,0,0,0,0,B,0
22:39:17.10,->,540,8,4,0,0,0,0,0,0,0
22:39:17.13,->,540,8,6,0,0,0,0,0,0,0
22:39:17.13,->,550,8,10,0,0,0,0,0,0,50
22:39:17.16,->,450,8,0,0,0,0,0,0,B,0
22:39:17.20,->,540,8,4,0,0,0,0,0,0,0
22:39:17.23,->,550,8,10,0,0,0,0,0,0,90
22:39:17.26,->,450,8,0,0,0,0,0,0,B,0
22:39:17.26,->,550,8,10,0,0,0,0,0,0,B0
22:39:17.29,->,540,8,6,0,0,0,0,0,0,0
22:39:17.33,->,550,8,10,0,0,0,0,0,0,D0
22:39:17.36,->,450,8,0,0,0,0,0,0,B,0
22:39:17.39,->,540,8,2,0,0,0,11,0,1,D1
22:39:17.39,->,540,8,6,0,0,0,0,0,0,0
22:39:17.43,->,550,8,10,0,0,0,0,0,0,50
22:39:17.46,->,450,8,0,0,0,0,0,0,B,0
22:39:17.49,->,541,8,2,0,0,0,0,0,FF,FF
22:39:17.49,->,540,8,6,0,0,0,0,0,0,0
22:39:17.53,->,550,8,10,0,0,0,0,0,0,90
22:39:17.56,->,450,8,0,0,0,0,0,0,B,0
22:39:17.59,->,541,8,2,0,0,0,0,0,FF,FF
22:39:17.63,->,540,8,6,0,0,0,0,0,0,0
22:39:17.63,->,550,8,10,0,0,0,0,0,0,D0
22:39:17.66,->,450,8,0,0,0,0,0,0,B,0
22:39:17.69,->,540,8,4,0,0,0,0,0,0,0
22:39:17.73,->,540,8,6,0,0,0,0,0,0,0
22:39:17.73,->,550,8,10,0,0,0,0,0,0,50
22:39:17.76,->,450,8,0,0,0,0,0,0,B,0
22:39:17.79,->,540,8,4,0,0,0,0,0,0,0
22:39:17.83,->,540,8,6,0,0,0,0,0,0,0
22:39:17.86,->,550,8,10,0,0,0,0,0,0,90
22:39:17.86,->,450,8,0,0,0,0,0,0,B,0
22:39:17.89,->,540,8,4,0,0,0,0,0,0,0
22:39:17.92,->,540,8,6,0,0,0,0,0,0,0
22:39:17.96,->,550,8,10,0,0,0,0,0,0,D0
22:39:17.96,->,450,8,0,0,0,0,0,0,B,0
22:39:17.99,->,540,8,4,0,0,0,0,0,0,0
22:39:18.02,->,540,8,6,0,0,0,0,0,0,0
22:39:18.06,->,550,8,10,0,0,0,0,0,0,50
22:39:18.09,->,450,8,0,0,0,0,0,0,B,0
22:39:18.09,->,540,8,6,0,0,0,0,0,0,0
22:39:18.12,->,550,8,10,0,0,0,0,0,0,90
22:39:18.16,->,450,8,0,0,0,0,0,0,B,0
22:39:18.19,->,550,8,10,0,0,0,0,0,0,B0
22:39:18.19,->,540,8,6,0,0,0,0,0,0,0
22:39:18.22,->,550,8,10,0,0,0,0,0,0,D0
22:39:18.26,->,450,8,0,0,0,0,0,0,B,0
22:39:18.29,->,540,8,2,0,0,0,11,0,1,D1
22:39:18.32,->,540,8,6,0,0,0,0,0,0,0
22:39:18.32,->,550,8,10,0,0,0,0,0,0,50
22:39:18.36,->,450,8,0,0,0,0,0,0,B,0
22:39:18.39,->,541,8,2,0,0,0,0,0,FF,FF
22:39:18.42,->,540,8,6,0,0,0,0,0,0,0
22:39:18.42,->,550,8,10,0,0,0,0,0,0,90
22:39:18.46,->,450,8,0,0,0,0,0,0,B,0
22:39:18.49,->,541,8,2,0,0,0,0,0,FF,FF
22:39:18.52,->,540,8,6,0,0,0,0,0,0,0
22:39:18.56,->,550,8,10,0,0,0,0,0,0,D0
22:39:18.56,->,450,8,0,0,0,0,0,0,B,0
22:39:18.60,->,540,8,4,0,0,0,0,0,0,0
22:39:18.62,->,540,8,6,0,0,0,0,0,0,0
22:39:18.66,->,550,8,10,0,0,0,0,0,0,50
22:39:18.66,->,450,8,0,0,0,0,0,0,B,0
22:39:18.69,->,540,8,4,0,0,0,0,0,0,0
22:39:18.72,->,540,8,6,0,0,0,0,0,0,0
22:39:18.76,->,550,8,10,0,0,0,0,0,0,90
22:39:18.76,->,450,8,0,0,0,0,0,0,B,0
22:39:18.79,->,540,8,4,0,0,0,0,0,0,0
22:39:18.82,->,540,8,6,0,0,0,0,0,0,0
22:39:18.86,->,550,8,10,0,0,0,0,0,0,D0
22:39:18.86,->,450,8,0,0,0,0,0,0,B,0
22:39:18.89,->,540,8,4,0,0,0,0,0,0,0
22:39:18.92,->,550,8,10,0,0,0,0,0,0,50
22:39:18.96,->,450,8,0,0,0,0,0,0,B,0
22:39:18.99,->,550,8,10,0,0,0,0,0,0,70
22:39:18.99,->,540,8,6,0,0,0,0,0,0,0
22:39:19.03,->,550,8,10,0,0,0,0,0,0,90
22:39:19.06,->,450,8,0,0,0,0,0,0,B,0
22:39:19.09,->,540,8,2,0,0,0,11,0,1,D1
22:39:19.09,->,540,8,6,0,0,0,0,0,0,0
22:39:19.12,->,550,8,10,0,0,0,0,0,0,D0
22:39:19.16,->,450,8,0,0,0,0,0,0,B,0
22:39:19.19,->,541,8,2,0,0,0,0,0,FF,FF
22:39:19.22,->,540,8,6,0,0,0,0,0,0,0
22:39:19.22,->,550,8,10,0,0,0,0,0,0,50
22:39:19.26,->,450,8,0,0,0,0,0,0,B,0
22:39:19.29,->,541,8,2,0,0,0,0,0,FF,FF
22:39:19.32,->,540,8,6,0,0,0,0,0,0,0
22:39:19.35,->,550,8,10,0,0,0,0,0,0,90
22:39:19.35,->,450,8,0,0,0,0,0,0,B,0
22:39:19.39,->,540,8,4,0,0,0,0,0,0,0
22:39:19.42,->,540,8,6,0,0,0,0,0,0,0
22:39:19.46,->,550,8,10,0,0,0,0,0,0,D0
22:39:19.46,->,450,8,0,0,0,0,0,0,B,0
22:39:19.49,->,540,8,4,0,0,0,0,0,0,0
22:39:19.52,->,540,8,6,0,0,0,0,0,0,0
22:39:19.55,->,550,8,10,0,0,0,0,0,0,50
22:39:19.55,->,450,8,0,0,0,0,0,0,B,0
22:39:19.59,->,540,8,4,0,0,0,0,0,0,0
22:39:19.62,->,540,8,6,0,0,0,0,0,0,0
22:39:19.65,->,550,8,10,0,0,0,0,0,0,90
22:39:19.69,->,450,8,0,0,0,0,0,0,B,0
22:39:19.69,->,540,8,4,0,0,0,0,0,0,0
22:39:19.72,->,540,8,6,0,0,0,0,0,0,0
22:39:19.75,->,550,8,10,0,0,0,0,0,0,D0
22:39:19.79,->,450,8,0,0,0,0,0,0,B,0
22:39:19.79,->,540,8,6,0,0,0,0,0,0,0
22:39:19.82,->,550,8,10,0,0,0,0,0,0,50
22:39:19.85,->,450,8,0,0,0,0,0,0,B,0
22:39:19.89,->,550,8,10,0,0,0,0,0,0,70
22:39:19.92,->,540,8,6,0,0,0,0,0,0,0
22:39:19.92,->,550,8,10,0,0,0,0,0,0,90
22:39:19.95,->,450,8,0,0,0,0,0,0,B,0
22:39:19.99,->,540,8,2,0,0,0,11,0,1,D1
22:39:20.02,->,540,8,6,0,0,0,0,0,0,0
22:39:20.02,->,550,8,10,0,0,0,0,0,0,D0
22:39:20.05,->,450,8,0,0,0,0,0,0,B,0
22:39:20.09,->,541,8,2,0,0,0,0,0,FF,FF
22:39:20.12,->,540,8,6,0,0,0,0,0,0,0
22:39:20.12,->,550,8,10,0,0,0,0,0,0,50
22:39:20.15,->,450,8,0,0,0,0,0,0,B,0
22:39:20.19,->,541,8,2,0,0,0,0,0,FF,FF
22:39:20.22,->,540,8,6,0,0,0,0,0,0,0
22:39:20.25,->,550,8,10,0,0,0,0,0,0,90
22:39:20.25,->,450,8,0,0,0,0,0,0,B,0
22:39:20.29,->,540,8,4,0,0,0,0,0,0,0
22:39:20.32,->,540,8,6,0,0,0,0,0,0,0
22:39:20.36,->,550,8,10,0,0,0,0,0,0,D0
22:39:20.36,->,450,8,0,0,0,0,0,0,B,0
22:39:20.39,->,540,8,4,0,0,0,0,0,0,0
22:39:20.42,->,540,8,6,0,0,0,0,0,0,0
22:39:20.45,->,550,8,10,0,0,0,0,0,0,50
22:39:20.45,->,450,8,0,0,0,0,0,0,B,0
22:39:20.49,->,540,8,4,0,0,0,0,0,0,0
22:39:20.52,->,540,8,6,0,0,0,0,0,0,0
22:39:20.56,->,550,8,10,0,0,0,0,0,0,90
22:39:20.59,->,450,8,0,0,0,0,0,0,B,0
22:39:20.59,->,540,8,4,0,0,0,0,0,0,0
22:39:20.62,->,550,8,10,0,0,0,0,0,0,D0
22:39:20.65,->,450,8,0,0,0,0,0,0,B,0
22:39:20.69,->,550,8,10,0,0,0,0,0,0,30
22:39:20.69,->,540,8,6,0,0,0,0,0,0,0
22:39:20.72,->,550,8,10,0,0,0,0,0,0,50
22:39:20.75,->,450,8,0,0,0,0,0,0,B,0
22:39:20.79,->,540,8,2,0,0,0,11,0,1,D1
22:39:20.82,->,540,8,6,0,0,0,0,0,0,0
22:39:20.82,->,550,8,10,0,0,0,0,0,0,90
22:39:20.85,->,450,8,0,0,0,0,0,0,B,0
22:39:20.89,->,541,8,2,0,0,0,0,0,FF,FF
22:39:20.92,->,540,8,6,0,0,0,0,0,0,0
22:39:20.95,->,550,8,10,0,0,0,0,0,0,D0
22:39:20.95,->,450,8,0,0,0,0,0,0,B,0
22:39:20.99,->,541,8,2,0,0,0,0,0,FF,FF
22:39:21.02,->,540,8,6,0,0,0,0,0,0,0
22:39:21.05,->,550,8,10,0,0,0,0,0,0,50
22:39:21.05,->,450,8,0,0,0,0,0,0,B,0
22:39:21.09,->,540,8,4,0,0,0,0,0,0,0
22:39:21.12,->,540,8,6,0,0,0,0,0,0,0
22:39:21.15,->,550,8,10,0,0,0,0,0,0,90
22:39:21.15,->,450,8,0,0,0,0,0,0,B,0
22:39:21.19,->,540,8,4,0,0,0,0,0,0,0
22:39:21.22,->,540,8,6,0,0,0,0,0,0,0
22:39:21.25,->,550,8,10,0,0,0,0,0,0,D0
22:39:21.29,->,450,8,0,0,0,0,0,0,B,0
22:39:21.29,->,540,8,4,0,0,0,0,0,0,0
22:39:21.32,->,540,8,6,0,0,0,0,0,0,0
22:39:21.35,->,550,8,10,0,0,0,0,0,0,50
22:39:21.39,->,450,8,0,0,0,0,0,0,B,0
22:39:21.39,->,540,8,4,0,0,0,0,0,0,0
22:39:21.42,->,540,8,6,0,0,0,0,0,0,0
22:39:21.45,->,550,8,10,0,0,0,0,0,0,90
22:39:21.49,->,450,8,0,0,0,0,0,0,B,0
22:39:21.49,->,540,8,6,0,0,0,0,0,0,0
22:39:21.52,->,550,8,10,0,0,0,0,0,0,D0
22:39:21.55,->,450,8,0,0,0,0,0,0,B,0
22:39:21.58,->,550,8,10,0,0,0,0,0,0,30
22:39:21.62,->,540,8,6,0,0,0,0,0,0,0
22:39:21.62,->,550,8,10,0,0,0,0,0,0,50
22:39:21.65,->,450,8,0,0,0,0,0,0,B,0
22:39:21.69,->,540,8,2,0,0,2,11,0,1,D1
22:39:21.72,->,540,8,6,0,0,0,0,0,0,0
22:39:21.76,->,550,8,10,0,0,0,0,0,0,90
22:39:21.76,->,450,8,0,0,0,0,0,0,B,0
22:39:21.79,->,541,8,2,0,0,0,0,0,FF,FF
22:39:21.82,->,540,8,6,0,0,0,0,0,0,0
22:39:21.85,->,550,8,10,0,0,0,0,0,0,D0
22:39:21.85,->,450,8,0,0,0,0,0,0,B,0
22:39:21.88,->,541,8,2,0,0,0,0,0,FF,FF
22:39:21.92,->,540,8,6,0,0,0,0,0,0,0
22:39:21.95,->,550,8,10,0,0,0,0,0,0,50
22:39:21.95,->,450,8,0,0,0,0,0,0,B,0
22:39:21.98,->,540,8,4,0,0,0,0,0,0,0
22:39:22.02,->,540,8,6,0,0,0,0,0,0,0
22:39:22.05,->,550,8,10,0,0,0,0,0,0,90
22:39:22.08,->,450,8,0,0,0,0,0,0,B,0
22:39:22.08,->,540,8,4,0,0,0,0,0,0,0
22:39:22.12,->,540,8,6,0,0,0,0,0,0,0
22:39:22.15,->,550,8,10,0,0,0,0,0,0,D0
22:39:22.18,->,450,8,0,0,0,0,0,0,B,0
22:39:22.18,->,540,8,4,0,0,0,0,0,0,0
22:39:22.22,->,540,8,6,0,0,0,0,0,0,0
22:39:22.25,->,550,8,10,0,0,0,0,0,0,50
22:39:22.29,->,450,8,0,0,0,0,0,0,B,0
22:39:22.29,->,540,8,4,0,0,0,0,0,0,0
22:39:22.32,->,550,8,10,0,0,0,0,0,0,90
22:39:22.35,->,450,8,0,0,0,0,0,0,B,0
22:39:22.38,->,550,8,10,0,0,0,0,0,0,B0
22:39:22.42,->,540,8,6,0,0,0,0,0,0,0
22:39:22.42,->,550,8,10,0,0,0,0,0,0,D0
22:39:22.45,->,450,8,0,0,0,0,0,0,B,0
22:39:22.48,->,540,8,2,0,0,2,11,0,1,D1
22:39:22.52,->,540,8,6,0,0,0,0,0,0,0
22:39:22.52,->,550,8,10,0,0,0,0,0,0,50
22:39:22.55,->,450,8,0,0,0,0,0,0,B,0
22:39:22.59,->,541,8,2,0,0,0,0,0,FF,FF
22:39:22.62,->,540,8,6,0,0,0,0,0,0,0
22:39:22.65,->,550,8,10,0,0,0,0,0,0,90
22:39:22.65,->,450,8,0,0,0,0,0,0,B,0
22:39:22.68,->,541,8,2,0,0,0,0,0,FF,FF
22:39:22.72,->,540,8,6,0,0,0,0,0,0,0
22:39:22.75,->,550,8,10,0,0,0,0,0,0,D0
22:39:22.78,->,450,8,0,0,0,0,0,0,B,0
22:39:22.78,->,540,8,4,0,0,0,0,0,0,0
22:39:22.82,->,540,8,6,0,0,0,0,0,0,0
22:39:22.85,->,550,8,10,0,0,0,0,0,0,50
22:39:22.88,->,450,8,0,0,0,0,0,0,B,0
22:39:22.88,->,540,8,4,0,0,0,0,0,0,0
22:39:22.92,->,540,8,6,0,0,0,0,0,0,0
22:39:22.95,->,550,8,10,0,0,0,0,0,0,90
22:39:22.99,->,450,8,0,0,0,0,0,0,B,0
22:39:22.99,->,540,8,4,0,0,0,0,0,0,0
22:39:23.02,->,540,8,6,0,0,0,0,0,0,0
22:39:23.05,->,550,8,10,0,0,0,0,0,0,D0
22:39:23.08,->,450,8,0,0,0,0,0,0,B,0
22:39:23.08,->,540,8,4,0,0,0,0,0,0,0
22:39:23.12,->,540,8,6,0,0,0,0,0,0,0
22:39:23.15,->,550,8,10,0,0,0,0,0,0,50
22:39:23.18,->,450,8,0,0,0,0,0,0,B,0
22:39:23.22,->,540,8,6,0,0,0,0,0,0,0
22:39:23.22,->,550,8,10,0,0,0,0,0,0,90
22:39:23.25,->,450,8,0,0,0,0,0,0,B,0
22:39:23.28,->,550,8,10,0,0,0,0,0,0,B0
22:39:23.31,->,540,8,6,0,0,0,0,0,0,0
22:39:23.31,->,550,8,10,0,0,0,0,0,0,D0
22:39:23.35,->,450,8,0,0,0,0,0,0,B,0
22:39:23.38,->,540,8,2,0,0,2,11,0,1,D1
22:39:23.41,->,540,8,6,0,0,0,0,0,0,0
22:39:23.45,->,550,8,10,0,0,0,0,0,0,50
22:39:23.45,->,450,8,0,0,0,0,0,0,B,0
22:39:23.48,->,541,8,2,0,0,0,0,0,FF,FF
22:39:23.51,->,540,8,6,0,0,0,0,0,0,0
22:39:23.55,->,550,8,10,0,0,0,0,0,0,90
22:39:23.55,->,450,8,0,0,0,0,0,0,B,0
