22:49:12.614,->,ID,DLC,,,,DATA,,,,
22:49:24.618,->,540,8,6,0,0,0,0,0,0,0
22:49:24.649,->,550,8,10,0,0,0,0,0,0,50
22:49:24.649,->,550,8,10,0,0,0,0,0,0,70
22:49:24.683,->,540,8,4,0,3E,0,0,0,57,0
22:49:24.716,->,550,8,10,0,0,0,0,0,0,90
22:49:24.750,->,450,8,0,0,0,0,0,0,B,0
22:49:24.782,->,550,8,10,0,0,0,0,0,0,B0
22:49:24.782,->,540,8,6,0,0,0,0,0,0,0
22:49:24.814,->,550,8,10,0,0,0,0,0,0,D0
22:49:24.848,->,450,8,0,0,0,0,0,0,B,0
22:49:24.882,->,540,8,2,27,A4,4,11,0,2,89
22:49:24.916,->,540,8,6,0,0,0,0,0,0,0
22:49:24.916,->,550,8,10,0,0,0,0,0,0,50
22:49:24.948,->,450,8,0,0,0,0,0,0,B,0
22:49:24.981,->,540,8,2,27,DD,4,11,0,2,89
22:49:25.014,->,540,8,6,0,0,0,0,0,0,0
22:49:25.047,->,550,8,10,0,0,0,0,0,0,90
22:49:25.047,->,450,8,0,0,0,0,0,0,B,0
22:49:25.080,->,540,8,4,0,85,0,0,0,2A,0
22:49:25.113,->,550,8,10,0,0,0,0,0,0,D0
22:49:25.146,->,450,8,0,0,0,0,0,0,B,0
22:49:25.179,->,550,8,10,0,0,0,0,0,0,30
22:49:25.179,->,540,8,4,0,85,0,0,0,22,0
22:49:25.212,->,550,8,10,0,0,0,0,0,0,50
22:49:25.245,->,450,8,0,0,0,0,0,0,B,0
22:49:25.278,->,550,8,10,0,0,0,0,0,0,70
22:49:25.318,->,540,8,6,0,0,0,0,0,0,0
22:49:25.318,->,550,8,10,0,0,0,0,0,0,90
22:49:25.345,->,450,8,0,0,0,0,0,0,B,0
22:49:25.378,->,540,8,2,20,F8,4,11,0,2,89
22:49:25.411,->,540,8,6,0,0,0,0,0,0,0
22:49:25.444,->,550,8,10,0,0,0,0,0,0,D0
22:49:25.444,->,450,8,0,0,0,0,0,0,B,0
22:49:25.479,->,541,8,2,0,0,0,0,0,0,0
22:49:25.512,->,540,8,6,0,0,0,0,0,0,0
22:49:25.546,->,550,8,10,0,0,0,0,0,0,50
22:49:25.546,->,450,8,0,0,0,0,0,0,B,0
22:49:25.578,->,540,8,4,0,85,0,0,0,17,0
22:49:25.618,->,540,8,6,0,0,0,0,0,0,0
22:49:25.647,->,550,8,10,0,0,0,0,0,0,90
22:49:25.679,->,450,8,0,0,0,0,0,0,B,0
22:49:25.679,->,540,8,4,0,85,0,0,0,16,0
22:49:25.711,->,550,8,10,0,0,0,0,0,0,D0
22:49:25.745,->,450,8,0,0,0,0,0,0,B,0
22:49:25.777,->,550,8,10,0,0,0,0,0,0,30
22:49:25.811,->,540,8,4,0,85,0,0,0,16,0
22:49:25.811,->,550,8,10,0,0,0,0,0,0,50
22:49:25.844,->,450,8,0,0,0,0,0,0,B,0
22:49:25.878,->,540,8,2,1A,FF,4,11,0,2,89
22:49:25.911,->,540,8,6,0,0,0,0,0,0,0
22:49:25.911,->,550,8,10,0,0,0,0,0,0,90
22:49:25.944,->,450,8,0,0,0,0,0,0,B,0
22:49:25.977,->,540,8,2,1A,91,4,11,0,2,88
22:49:26.011,->,540,8,6,0,0,0,0,0,0,0
22:49:26.043,->,550,8,10,0,0,0,0,0,0,D0
22:49:26.077,->,450,8,0,0,0,0,0,0,B,0
22:49:26.077,->,540,8,4,0,56,0,0,0,13,0
22:49:26.110,->,540,8,6,0,0,0,0,0,0,0
22:49:26.144,->,550,8,10,0,0,0,0,0,0,50
22:49:26.176,->,550,8,10,0,0,0,0,0,0,70
22:49:26.176,->,540,8,4,0,56,0,0,0,12,0
22:49:26.210,->,550,8,10,0,0,0,0,0,0,90
22:49:26.244,->,450,8,0,0,0,0,0,0,B,0
22:49:26.277,->,550,8,10,0,0,0,0,0,0,B0
22:49:26.309,->,540,8,6,0,0,0,0,0,0,0
22:49:26.309,->,550,8,10,0,0,0,0,0,0,D0
22:49:26.343,->,450,8,0,0,0,0,0,0,B,0
22:49:26.376,->,540,8,2,18,69,4,11,0,2,89
22:49:26.411,->,540,8,6,0,0,0,0,0,0,0
22:49:26.443,->,550,8,10,0,0,0,0,0,0,50
22:49:26.443,->,450,8,0,0,0,0,0,0,B,0
22:49:26.477,->,540,8,2,17,CC,4,11,0,2,89
22:49:26.511,->,540,8,6,0,0,0,0,0,0,0
22:49:26.542,->,550,8,10,0,0,0,0,0,0,90
22:49:26.575,->,450,8,0,0,0,0,0,0,B,0
22:49:26.575,->,540,8,4,0,56,0,0,0,E,0
22:49:26.609,->,550,8,10,0,0,0,0,0,0,D0
22:49:26.645,->,450,8,0,0,0,0,0,0,B,0
22:49:26.677,->,550,8,10,0,0,0,0,0,0,30
22:49:26.677,->,540,8,4,0,56,0,0,0,E,0
22:49:26.729,->,550,8,10,0,0,0,0,0,0,50
22:49:26.729,->,450,8,0,0,0,0,0,0,B,0
22:49:26.777,->,550,8,10,0,0,0,0,0,0,70
22:49:26.811,->,540,8,6,0,0,0,0,0,0,0
22:49:26.811,->,550,8,10,0,0,0,0,0,0,90
22:49:26.844,->,450,8,0,0,0,0,0,0,B,0
22:49:26.878,->,540,8,2,13,AB,4,11,0,2,89
22:49:26.911,->,540,8,6,0,0,0,0,0,0,0
22:49:26.945,->,550,8,10,0,0,0,0,0,0,D0
22:49:26.945,->,450,8,0,0,0,0,0,0,B,0
22:49:26.976,->,540,8,2,12,9D,4,11,0,2,89
22:49:27.009,->,540,8,6,0,0,0,0,0,0,0
22:49:27.042,->,550,8,10,0,0,0,0,0,0,50
22:49:27.076,->,450,8,0,0,0,0,0,0,B,0
22:49:27.076,->,540,8,4,0,25,0,0,0,C,0
22:49:27.110,->,540,8,6,0,0,0,0,0,0,0
22:49:27.144,->,550,8,10,0,0,0,0,0,0,90
22:49:27.177,->,550,8,10,0,0,0,0,0,0,B0
22:49:27.177,->,540,8,4,0,25,0,0,0,C,0
22:49:27.211,->,550,8,10,0,0,0,0,0,0,D0
22:49:27.245,->,450,8,0,0,0,0,0,0,B,0
22:49:27.277,->,550,8,10,0,0,0,0,0,0,30
22:49:27.313,->,540,8,6,0,0,0,0,0,0,0
22:49:27.313,->,550,8,10,0,0,0,0,0,0,50
22:49:27.341,->,450,8,0,0,0,0,0,0,B,0
22:49:27.376,->,540,8,2,F,D9,4,11,0,2,89
22:49:27.409,->,540,8,6,0,0,0,0,0,0,0
22:49:27.409,->,550,8,10,0,0,0,0,0,0,90
22:49:27.443,->,450,8,0,0,0,0,0,0,B,0
22:49:27.475,->,540,8,2,10,40,4,11,0,2,89
22:49:27.510,->,540,8,6,0,0,0,0,0,0,0
22:49:27.543,->,550,8,10,0,0,0,0,0,0,D0
22:49:27.576,->,450,8,0,0,0,0,0,0,B,0
22:49:27.576,->,540,8,4,0,25,0,0,0,15,0
22:49:27.610,->,540,8,6,0,0,0,0,0,0,0
22:49:27.643,->,550,8,10,0,0,0,0,0,0,50
22:49:27.676,->,450,8,0,0,0,0,0,0,B,0
22:49:27.676,->,540,8,4,0,25,0,0,0,17,0
22:49:27.708,->,550,8,10,0,0,0,0,0,0,90
22:49:27.742,->,450,8,0,0,0,0,0,0,B,0
22:49:27.776,->,550,8,10,0,0,0,0,0,0,B0
22:49:27.810,->,540,8,4,0,25,0,0,0,1A,0
22:49:27.810,->,550,8,10,0,0,0,0,0,0,D0
22:49:27.847,->,450,8,0,0,0,0,0,0,B,0
22:49:27.878,->,540,8,2,14,3E,4,11,0,2,8A
22:49:27.916,->,540,8,6,0,0,0,0,0,0,0
22:49:27.916,->,550,8,10,0,0,0,0,0,0,50
22:49:27.946,->,450,8,0,0,0,0,0,0,B,0
22:49:27.974,->,540,8,2,15,77,4,11,0,2,8A
22:49:28.009,->,540,8,6,0,0,0,0,0,0,0
22:49:28.052,->,550,8,10,0,0,0,0,0,0,90
22:49:28.052,->,450,8,0,0,0,0,0,0,B,0
22:49:28.075,->,540,8,4,0,2C,0,0,0,1F,0
22:49:28.107,->,540,8,6,0,0,0,0,0,0,0
22:49:28.142,->,550,8,10,0,0,0,0,0,0,D0
22:49:28.175,->,550,8,10,0,0,0,0,0,0,30
22:49:28.208,->,540,8,4,0,2C,0,0,0,22,0
22:49:28.208,->,550,8,10,0,0,0,0,0,0,50
22:49:28.242,->,450,8,0,0,0,0,0,0,B,0
22:49:28.276,->,550,8,10,0,0,0,0,0,0,70
22:49:28.308,->,540,8,6,0,0,0,0,0,0,0
22:49:28.308,->,550,8,10,0,0,0,0,0,0,90
22:49:28.347,->,450,8,0,0,0,0,0,0,B,0
22:49:28.381,->,540,8,2,1A,CB,4,11,0,2,8A
22:49:28.414,->,540,8,6,0,0,0,0,0,0,0
22:49:28.414,->,550,8,10,0,0,0,0,0,0,D0
22:49:28.455,->,450,8,0,0,0,0,0,0,B,0
22:49:28.478,->,541,8,2,0,0,0,0,0,0,0
22:49:28.512,->,540,8,6,0,0,0,0,0,0,0
22:49:28.545,->,550,8,10,0,0,0,0,0,0,50
22:49:28.545,->,450,8,0,0,0,0,0,0,B,0
22:49:28.578,->,540,8,4,0,2C,0,0,0,27,0
22:49:28.611,->,540,8,6,0,0,0,0,0,0,0
22:49:28.644,->,550,8,10,0,0,0,0,0,0,90
22:49:28.677,->,450,8,0,0,0,0,0,0,B,0
22:49:28.677,->,540,8,4,0,2C,0,0,0,2F,0
22:49:28.711,->,550,8,10,0,0,0,0,0,0,D0
22:49:28.744,->,450,8,0,0,0,0,0,0,B,0
22:49:28.779,->,550,8,10,0,0,0,0,0,0,30
22:49:28.779,->,540,8,4,0,2C,0,0,0,32,0
22:49:28.812,->,550,8,10,0,0,0,0,0,0,50
22:49:28.845,->,450,8,0,0,0,0,0,0,B,0
22:49:28.879,->,550,8,10,0,0,0,0,0,0,70
22:49:28.912,->,540,8,6,0,0,0,0,0,0,0
22:49:28.912,->,550,8,10,0,0,0,0,0,0,90
22:49:28.943,->,450,8,0,0,0,0,0,0,B,0
22:49:28.976,->,540,8,2,22,EA,4,11,0,2,8B
22:49:29.010,->,540,8,6,0,0,0,0,0,0,0
22:49:29.042,->,550,8,10,0,0,0,0,0,0,D0
22:49:29.075,->,450,8,0,0,0,0,0,0,B,0
22:49:29.075,->,541,8,2,0,0,0,0,0,0,0
22:49:29.109,->,540,8,6,0,0,0,0,0,0,0
22:49:29.143,->,550,8,10,0,0,0,0,0,0,50
22:49:29.143,->,450,8,0,0,0,0,0,0,B,0
22:49:29.183,->,540,8,4,0,58,0,0,0,48,0
22:49:29.212,->,540,8,6,0,0,0,0,0,0,0
22:49:29.245,->,550,8,10,0,0,0,0,0,0,90
22:49:29.280,->,550,8,10,0,0,0,0,0,0,B0
22:49:29.280,->,540,8,4,0,58,0,0,0,48,0
22:49:29.310,->,550,8,10,0,0,0,0,0,0,D0
22:49:29.342,->,450,8,0,0,0,0,0,0,B,0
22:49:29.375,->,550,8,10,0,0,0,0,0,0,30
22:49:29.408,->,540,8,6,0,0,0,0,0,0,0
22:49:29.408,->,550,8,10,0,0,0,0,0,0,50
22:49:29.442,->,450,8,0,0,0,0,0,0,B,0
22:49:29.474,->,540,8,2,28,9C,4,11,0,2,8B
22:49:29.509,->,540,8,6,0,0,0,0,0,0,0
22:49:29.542,->,550,8,10,0,0,0,0,0,0,90
22:49:29.542,->,450,8,0,0,0,0,0,0,B,0
22:49:29.575,->,540,8,2,27,1A,4,11,0,2,8B
22:49:29.611,->,540,8,6,0,0,0,0,0,0,0
22:49:29.643,->,550,8,10,0,0,0,0,0,0,D0
22:49:29.676,->,450,8,0,0,0,0,0,0,B,0
22:49:29.676,->,540,8,4,0,58,0,0,0,2F,0
22:49:29.709,->,540,8,6,0,0,0,0,0,0,0
22:49:29.739,->,550,8,10,0,0,0,0,0,0,50
22:49:29.773,->,550,8,10,0,0,0,0,0,0,70
22:49:29.806,->,540,8,4,0,58,0,0,0,2B,0
22:49:29.806,->,550,8,10,0,0,0,0,0,0,90
22:49:29.839,->,450,8,0,0,0,0,0,0,B,0
22:49:29.872,->,550,8,10,0,0,0,0,0,0,B0
22:49:29.906,->,540,8,6,0,0,0,0,0,0,0
22:49:29.941,->,550,8,10,0,0,0,0,0,0,D0
22:49:29.941,->,450,8,0,0,0,0,0,0,B,0
22:49:29.976,->,540,8,2,24,60,4,11,0,2,8C
22:49:30.008,->,540,8,6,0,0,0,0,0,0,0
22:49:30.044,->,550,8,10,0,0,0,0,0,0,50
22:49:30.044,->,450,8,0,0,0,0,0,0,B,0
22:49:30.078,->,541,8,2,0,0,0,0,0,0,0
22:49:30.109,->,540,8,6,0,0,0,0,0,0,0
22:49:30.145,->,550,8,10,0,0,0,0,0,0,90
22:49:30.176,->,450,8,0,0,0,0,0,0,B,0
22:49:30.176,->,540,8,4,0,85,0,0,0,1E,0
22:49:30.212,->,540,8,6,0,0,0,0,0,0,0
22:49:30.245,->,550,8,10,0,0,0,0,0,0,D0
22:49:30.276,->,450,8,0,0,0,0,0,0,B,0
22:49:30.276,->,540,8,4,0,85,0,0,0,1C,0
22:49:30.311,->,550,8,10,0,0,0,0,0,0,50
22:49:30.346,->,450,8,0,0,0,0,0,0,B,0
22:49:30.375,->,550,8,10,0,0,0,0,0,0,70
22:49:30.410,->,540,8,4,0,85,0,0,0,1B,0
22:49:30.410,->,550,8,10,0,0,0,0,0,0,90
22:49:30.445,->,450,8,0,0,0,0,0,0,B,0
22:49:30.477,->,550,8,10,0,0,0,0,0,0,B0
22:49:30.510,->,540,8,6,0,0,0,0,0,0,0
22:49:30.510,->,550,8,10,0,0,0,0,0,0,D0
22:49:30.543,->,450,8,0,0,0,0,0,0,B,0
22:49:30.577,->,540,8,2,1C,F2,4,11,0,2,8D
22:49:30.609,->,540,8,6,0,0,0,0,0,0,0
22:49:30.645,->,550,8,10,0,0,0,0,0,0,50
22:49:30.645,->,450,8,0,0,0,0,0,0,B,0
22:49:30.675,->,541,8,2,0,0,0,0,0,0,0
22:49:30.707,->,540,8,6,0,0,0,0,0,0,0
22:49:30.741,->,550,8,10,0,0,0,0,0,0,90
22:49:30.778,->,450,8,0,0,0,0,0,0,B,0
22:49:30.778,->,540,8,4,0,85,0,0,0,17,0
22:49:30.814,->,540,8,6,0,0,0,0,0,0,0
22:49:30.841,->,550,8,10,0,0,0,0,0,0,D0
22:49:30.875,->,550,8,10,0,0,0,0,0,0,30
22:49:30.906,->,540,8,4,0,85,0,0,0,16,0
22:49:30.906,->,550,8,10,0,0,0,0,0,0,50
22:49:30.941,->,450,8,0,0,0,0,0,0,B,0
22:49:30.974,->,550,8,10,0,0,0,0,0,0,70
22:49:31.014,->,540,8,6,0,0,0,0,0,0,0
22:49:31.014,->,550,8,10,0,0,0,0,0,0,90
22:49:31.042,->,450,8,0,0,0,0,0,0,B,0
22:49:31.074,->,540,8,2,1B,93,4,11,0,2,8D
22:49:31.109,->,540,8,6,0,0,0,0,0,0,0
22:49:31.145,->,550,8,10,0,0,0,0,0,0,D0
22:49:31.145,->,450,8,0,0,0,0,0,0,B,0
22:49:31.178,->,540,8,2,1B,54,4,11,0,2,8D
22:49:31.207,->,540,8,6,0,0,0,0,0,0,0
22:49:31.239,->,550,8,10,0,0,0,0,0,0,50
22:49:31.272,->,450,8,0,0,0,0,0,0,B,0
22:49:31.272,->,540,8,4,0,4D,0,0,0,15,0
22:49:31.306,->,540,8,6,0,0,0,0,0,0,0
22:49:31.341,->,550,8,10,0,0,0,0,0,0,90
22:49:31.384,->,550,8,10,0,0,0,0,0,0,B0
22:49:31.384,->,540,8,4,0,4D,0,0,0,15,0
22:49:31.409,->,550,8,10,0,0,0,0,0,0,D0
22:49:31.440,->,450,8,0,0,0,0,0,0,B,0
22:49:31.473,->,550,8,10,0,0,0,0,0,0,30
22:49:31.506,->,540,8,6,0,0,0,0,0,0,0
22:49:31.506,->,550,8,10,0,0,0,0,0,0,50
22:49:31.540,->,450,8,0,0,0,0,0,0,B,0
22:49:31.572,->,540,8,2,1A,1B,4,11,0,2,8E
22:49:31.605,->,540,8,6,0,0,0,0,0,0,0
22:49:31.639,->,550,8,10,0,0,0,0,0,0,90
22:49:31.672,->,450,8,0,0,0,0,0,0,B,0
22:49:31.672,->,541,8,2,0,0,0,0,0,0,0
22:49:31.705,->,540,8,6,0,0,0,0,0,0,0
22:49:31.738,->,550,8,10,0,0,0,0,0,0,D0
22:49:31.771,->,450,8,0,0,0,0,0,0,B,0
22:49:31.771,->,540,8,4,0,4D,0,0,0,12,0
22:49:31.804,->,540,8,6,0,0,0,0,0,0,0
22:49:31.838,->,550,8,10,0,0,0,0,0,0,50
22:49:31.874,->,450,8,0,0,0,0,0,0,B,0
22:49:31.874,->,540,8,4,0,4D,0,0,0,12,0
22:49:31.909,->,550,8,10,0,0,0,0,0,0,90
22:49:31.961,->,450,8,0,0,0,0,0,0,B,0
22:49:31.961,->,550,8,10,0,0,0,0,0,0,B0
22:49:32.007,->,540,8,4,0,31,0,0,0,11,0
22:49:32.007,->,550,8,10,0,0,0,0,0,0,D0
22:49:32.040,->,450,8,0,0,0,0,0,0,B,0
22:49:32.072,->,550,8,10,0,0,0,0,0,0,30
22:49:32.107,->,540,8,6,0,0,0,0,0,0,0
22:49:32.107,->,550,8,10,0,0,0,0,0,0,50
22:49:32.145,->,450,8,0,0,0,0,0,0,B,0
22:49:32.174,->,540,8,2,17,52,4,11,0,2,8F
22:49:32.207,->,540,8,6,0,0,0,0,0,0,0
22:49:32.245,->,550,8,10,0,0,0,0,0,0,90
22:49:32.245,->,450,8,0,0,0,0,0,0,B,0
22:49:32.275,->,541,8,2,0,0,0,0,0,0,0
22:49:32.308,->,540,8,6,0,0,0,0,0,0,0
22:49:32.339,->,550,8,10,0,0,0,0,0,0,D0
22:49:32.371,->,450,8,0,0,0,0,0,0,B,0
22:49:32.371,->,540,8,4,0,31,0,0,0,F,0
22:49:32.405,->,540,8,6,0,0,0,0,0,0,0
22:49:32.438,->,550,8,10,0,0,0,0,0,0,50
22:49:32.471,->,450,8,0,0,0,0,0,0,B,0
22:49:32.505,->,540,8,4,0,31,0,0,0,F,0
22:49:32.505,->,550,8,10,0,0,0,0,0,0,90
22:49:32.538,->,450,8,0,0,0,0,0,0,B,0
22:49:32.571,->,550,8,10,0,0,0,0,0,0,B0
22:49:32.605,->,540,8,4,0,31,0,0,0,F,0
22:49:32.605,->,550,8,10,0,0,0,0,0,0,D0
22:49:32.639,->,450,8,0,0,0,0,0,0,B,0
22:49:32.672,->,550,8,10,0,0,0,0,0,0,30
22:49:32.709,->,540,8,6,0,0,0,0,0,0,0
22:49:32.709,->,550,8,10,0,0,0,0,0,0,50
22:49:32.742,->,450,8,0,0,0,0,0,0,B,0
22:49:32.780,->,540,8,2,14,F1,4,11,0,2,90
22:49:32.814,->,540,8,6,0,0,0,0,0,0,0
22:49:32.814,->,550,8,10,0,0,0,0,0,0,90
22:49:32.844,->,450,8,0,0,0,0,0,0,B,0
22:49:32.877,->,540,8,2,14,A8,4,11,0,2,90
22:49:32.910,->,540,8,6,0,0,0,0,0,0,0
22:49:32.942,->,550,8,10,0,0,0,0,0,0,D0
22:49:32.975,->,450,8,0,0,0,0,0,0,B,0
22:49:32.975,->,540,8,4,0,23,0,0,0,F,0
22:49:33.009,->,550,8,10,0,0,0,0,0,0,50
22:49:33.041,->,450,8,0,0,0,0,0,0,B,0
22:49:33.075,->,550,8,10,0,0,0,0,0,0,70
22:49:33.108,->,540,8,4,0,23,0,0,0,10,0
22:49:33.108,->,550,8,10,0,0,0,0,0,0,90
22:49:33.142,->,450,8,0,0,0,0,0,0,B,0
22:49:33.174,->,550,8,10,0,0,0,0,0,0,B0
22:49:33.207,->,540,8,6,0,0,0,0,0,0,0
22:49:33.240,->,550,8,10,0,0,0,0,0,0,D0
22:49:33.240,->,450,8,0,0,0,0,0,0,B,0
22:49:33.275,->,540,8,2,14,CE,4,11,0,2,91
22:49:33.307,->,540,8,6,0,0,0,0,0,0,0
22:49:33.341,->,550,8,10,0,0,0,0,0,0,50
22:49:33.341,->,450,8,0,0,0,0,0,0,B,0
22:49:33.374,->,541,8,2,0,0,0,0,0,0,0
22:49:33.408,->,540,8,6,0,0,0,0,0,0,0
22:49:33.443,->,550,8,10,0,0,0,0,0,0,90
22:49:33.443,->,450,8,0,0,0,0,0,0,B,0
22:49:33.477,->,540,8,4,0,23,0,0,0,1A,0
22:49:33.511,->,540,8,6,0,0,0,0,0,0,0
22:49:33.543,->,550,8,10,0,0,0,0,0,0,D0
22:49:33.577,->,450,8,0,0,0,0,0,0,B,0
22:49:33.577,->,540,8,4,0,23,0,0,0,1C,0
22:49:33.610,->,550,8,10,0,0,0,0,0,0,50
22:49:33.643,->,450,8,0,0,0,0,0,0,B,0
22:49:33.676,->,550,8,10,0,0,0,0,0,0,70
22:49:33.676,->,540,8,4,0,23,0,0,0,1E,0
22:49:33.707,->,550,8,10,0,0,0,0,0,0,90
22:49:33.742,->,450,8,0,0,0,0,0,0,B,0
22:49:33.774,->,550,8,10,0,0,0,0,0,0,B0
22:49:33.807,->,540,8,6,0,0,0,0,0,0,0
22:49:33.840,->,550,8,10,0,0,0,0,0,0,D0
22:49:33.840,->,450,8,0,0,0,0,0,0,B,0
22:49:33.873,->,540,8,2,1B,5B,4,11,0,2,92
22:49:33.909,->,540,8,6,0,0,0,0,0,0,0
22:49:33.943,->,550,8,10,0,0,0,0,0,0,50
22:49:33.976,->,450,8,0,0,0,0,0,0,B,0
22:49:33.976,->,541,8,2,0,0,0,0,0,0,0
22:49:34.006,->,540,8,6,0,0,0,0,0,0,0
22:49:34.039,->,550,8,10,0,0,0,0,0,0,90
22:49:34.072,->,450,8,0,0,0,0,0,0,B,0
22:49:34.072,->,540,8,4,0,37,0,0,0,27,0
22:49:34.105,->,540,8,6,0,0,0,0,0,0,0
22:49:34.138,->,550,8,10,0,0,0,0,0,0,D0
22:49:34.171,->,550,8,10,0,0,0,0,0,0,30
22:49:34.207,->,540,8,4,0,37,0,0,0,2B,0
22:49:34.207,->,550,8,10,0,0,0,0,0,0,50
22:49:34.248,->,450,8,0,0,0,0,0,0,B,0
22:49:34.285,->,550,8,10,0,0,0,0,0,0,70
22:49:34.285,->,540,8,6,0,0,0,0,0,0,0
22:49:34.315,->,550,8,10,0,0,0,0,0,0,90
22:49:34.346,->,450,8,0,0,0,0,0,0,B,0
22:49:34.379,->,540,8,2,21,62,4,11,0,2,93
22:49:34.412,->,540,8,6,0,0,0,0,0,0,0
22:49:34.446,->,550,8,10,0,0,0,0,0,0,D0
22:49:34.446,->,450,8,0,0,0,0,0,0,B,0
22:49:34.479,->,540,8,2,22,95,4,11,0,2,93
22:49:34.512,->,540,8,6,0,0,0,0,0,0,0
22:49:34.547,->,550,8,10,0,0,0,0,0,0,50
22:49:34.547,->,450,8,0,0,0,0,0,0,B,0
22:49:34.578,->,540,8,4,0,37,0,0,0,31,0
22:49:34.612,->,540,8,6,0,0,0,0,0,0,0
22:49:34.645,->,550,8,10,0,0,0,0,0,0,90
22:49:34.678,->,550,8,10,0,0,0,0,0,0,B0
22:49:34.678,->,540,8,4,0,37,0,0,0,2F,0
22:49:34.712,->,550,8,10,0,0,0,0,0,0,D0
22:49:34.745,->,450,8,0,0,0,0,0,0,B,0
22:49:34.778,->,550,8,10,0,0,0,0,0,0,30
22:49:34.812,->,540,8,6,0,0,0,0,0,0,0
22:49:34.812,->,550,8,10,0,0,0,0,0,0,50
22:49:34.845,->,450,8,0,0,0,0,0,0,B,0
22:49:34.882,->,540,8,2,25,8,4,11,0,2,94
22:49:34.911,->,540,8,6,0,0,0,0,0,0,0
22:49:34.944,->,550,8,10,0,0,0,0,0,0,90
22:49:34.944,->,450,8,0,0,0,0,0,0,B,0
22:49:34.980,->,540,8,2,23,E0,4,11,0,2,94
22:49:35.012,->,540,8,6,0,0,0,0,0,0,0
22:49:35.045,->,550,8,10,0,0,0,0,0,0,D0
22:49:35.045,->,450,8,0,0,0,0,0,0,B,0
22:49:35.078,->,540,8,4,0,70,0,0,0,20,0
22:49:35.111,->,550,8,10,0,0,0,0,0,0,50
22:49:35.144,->,450,8,0,0,0,0,0,0,B,0
22:49:35.177,->,550,8,10,0,0,0,0,0,0,70
22:49:35.177,->,540,8,4,0,70,0,0,0,1D,0
22:49:35.211,->,550,8,10,0,0,0,0,0,0,90
22:49:35.244,->,450,8,0,0,0,0,0,0,B,0
22:49:35.278,->,550,8,10,0,0,0,0,0,0,B0
22:49:35.311,->,540,8,6,0,0,0,0,0,0,0
22:49:35.311,->,550,8,10,0,0,0,0,0,0,D0
22:49:35.344,->,450,8,0,0,0,0,0,0,B,0
22:49:35.378,->,540,8,2,1E,D9,4,11,0,2,95
22:49:35.411,->,540,8,6,0,0,0,0,0,0,0
22:49:35.443,->,550,8,10,0,0,0,0,0,0,50
22:49:35.443,->,450,8,0,0,0,0,0,0,B,0
22:49:35.477,->,541,8,2,0,0,0,0,0,0,0
22:49:35.509,->,540,8,6,0,0,0,0,0,0,0
22:49:35.542,->,550,8,10,0,0,0,0,0,0,90
22:49:35.576,->,450,8,0,0,0,0,0,0,B,0
22:49:35.576,->,540,8,4,0,70,0,0,0,17,0
22:49:35.610,->,540,8,6,0,0,0,0,0,0,0
22:49:35.642,->,550,8,10,0,0,0,0,0,0,D0
22:49:35.675,->,450,8,0,0,0,0,0,0,B,0
22:49:35.675,->,540,8,4,0,70,0,0,0,16,0
22:49:35.709,->,550,8,10,0,0,0,0,0,0,50
22:49:35.741,->,450,8,0,0,0,0,0,0,B,0
22:49:35.774,->,550,8,10,0,0,0,0,0,0,70
22:49:35.807,->,540,8,4,0,70,0,0,0,15,0
22:49:35.807,->,550,8,10,0,0,0,0,0,0,90
22:49:35.840,->,450,8,0,0,0,0,0,0,B,0
22:49:35.873,->,550,8,10,0,0,0,0,0,0,B0
22:49:35.910,->,540,8,6,0,0,0,0,0,0,0
22:49:35.942,->,550,8,10,0,0,0,0,0,0,D0
22:49:35.942,->,450,8,0,0,0,0,0,0,B,0
22:49:35.976,->,540,8,2,1A,CF,4,11,0,2,96
22:49:36.010,->,540,8,6,0,0,0,0,0,0,0
22:49:36.040,->,550,8,10,0,0,0,0,0,0,50
22:49:36.073,->,450,8,0,0,0,0,0,0,B,0
22:49:36.073,->,541,8,2,0,0,0,0,0,0,0
22:49:36.107,->,540,8,6,0,0,0,0,0,0,0
22:49:36.139,->,550,8,10,0,0,0,0,0,0,90
22:49:36.172,->,450,8,0,0,0,0,0,0,B,0
22:49:36.172,->,540,8,4,0,49,0,0,0,12,0
22:49:36.205,->,540,8,6,0,0,0,0,0,0,0
22:49:36.239,->,550,8,10,0,0,0,0,0,0,D0
22:49:36.273,->,550,8,10,0,0,0,0,0,0,30
22:49:36.306,->,540,8,4,0,49,0,0,0,12,0
22:49:36.306,->,550,8,10,0,0,0,0,0,0,50
22:49:36.339,->,450,8,0,0,0,0,0,0,B,0
22:49:36.372,->,550,8,10,0,0,0,0,0,0,70
22:49:36.405,->,540,8,6,0,0,0,0,0,0,0
22:49:36.439,->,550,8,10,0,0,0,0,0,0,90
22:49:36.439,->,450,8,0,0,0,0,0,0,B,0
22:49:36.475,->,540,8,2,17,FA,4,11,0,2,97
22:49:36.509,->,540,8,6,0,0,0,0,0,0,0
22:49:36.540,->,550,8,10,0,0,0,0,0,0,D0
22:49:36.540,->,450,8,0,0,0,0,0,0,B,0
22:49:36.574,->,540,8,2,17,76,4,11,0,2,97
22:49:36.609,->,540,8,6,0,0,0,0,0,0,0
22:49:36.639,->,550,8,10,0,0,0,0,0,0,50
22:49:36.672,->,450,8,0,0,0,0,0,0,B,0
22:49:36.672,->,540,8,4,0,49,0,0,0,F,0
