22:49:12.614,->,ID,DLC,,,,DATA,,,,
22:49:36.705,->,550,8,10,0,0,0,0,0,0,90
22:49:36.737,->,450,8,0,0,0,0,0,0,B,0
22:49:36.771,->,550,8,10,0,0,0,0,0,0,B0
22:49:36.804,->,540,8,4,0,49,0,0,0,F,0
22:49:36.804,->,550,8,10,0,0,0,0,0,0,D0
22:49:36.837,->,450,8,0,0,0,0,0,0,B,0
22:49:36.871,->,550,8,10,0,0,0,0,0,0,30
22:49:36.904,->,540,8,6,0,0,0,0,0,0,0
22:49:36.941,->,550,8,10,0,0,0,0,0,0,50
22:49:36.941,->,450,8,0,0,0,0,0,0,B,0
22:49:36.974,->,540,8,2,15,2D,4,11,0,2,98
22:49:37.007,->,540,8,6,0,0,0,0,0,0,0
22:49:37.040,->,550,8,10,0,0,0,0,0,0,90
22:49:37.040,->,450,8,0,0,0,0,0,0,B,0
22:49:37.071,->,540,8,2,14,C3,4,11,0,2,98
22:49:37.104,->,540,8,6,0,0,0,0,0,0,0
22:49:37.139,->,550,8,10,0,0,0,0,0,0,D0
22:49:37.173,->,450,8,0,0,0,0,0,0,B,0
22:49:37.173,->,540,8,4,0,28,0,0,0,F,0
22:49:37.204,->,540,8,6,0,0,0,0,0,0,0
22:49:37.238,->,550,8,10,0,0,0,0,0,0,50
22:49:37.269,->,550,8,10,0,0,0,0,0,0,70
22:49:37.305,->,540,8,4,0,28,0,0,0,F,0
22:49:37.305,->,550,8,10,0,0,0,0,0,0,90
22:49:37.340,->,450,8,0,0,0,0,0,0,B,0
22:49:37.372,->,550,8,10,0,0,0,0,0,0,B0
22:49:37.407,->,540,8,6,0,0,0,0,0,0,0
22:49:37.407,->,550,8,10,0,0,0,0,0,0,D0
22:49:37.436,->,450,8,0,0,0,0,0,0,B,0
22:49:37.470,->,550,8,10,0,0,0,0,0,0,30
22:49:37.502,->,540,8,6,0,0,0,0,0,0,0
22:49:37.535,->,550,8,10,0,0,0,0,0,0,50
22:49:37.535,->,450,8,0,0,0,0,0,0,B,0
22:49:37.569,->,540,8,2,13,CB,4,11,0,2,99
22:49:37.602,->,540,8,6,0,0,0,0,0,0,0
22:49:37.641,->,550,8,10,0,0,0,0,0,0,90
22:49:37.674,->,450,8,0,0,0,0,0,0,B,0
22:49:37.674,->,541,8,2,0,0,0,0,0,0,0
22:49:37.711,->,540,8,6,0,0,0,0,0,0,0
22:49:37.738,->,550,8,10,0,0,0,0,0,0,D0
22:49:37.770,->,450,8,0,0,0,0,0,0,B,0
22:49:37.770,->,540,8,4,0,28,0,0,0,18,0
22:49:37.803,->,540,8,6,0,0,0,0,0,0,0
22:49:37.836,->,550,8,10,0,0,0,0,0,0,50
22:49:37.870,->,550,8,10,0,0,0,0,0,0,70
22:49:37.905,->,540,8,4,0,28,0,0,0,1A,0
22:49:37.905,->,550,8,10,0,0,0,0,0,0,90
22:49:37.938,->,450,8,0,0,0,0,0,0,B,0
22:49:37.971,->,550,8,10,0,0,0,0,0,0,B0
22:49:38.004,->,540,8,6,0,0,0,0,0,0,0
22:49:38.037,->,550,8,10,0,0,0,0,0,0,D0
22:49:38.037,->,450,8,0,0,0,0,0,0,B,0
22:49:38.070,->,540,8,2,18,B9,4,11,0,2,9A
22:49:38.104,->,540,8,6,0,0,0,0,0,0,0
22:49:38.138,->,550,8,10,0,0,0,0,0,0,50
22:49:38.170,->,450,8,0,0,0,0,0,0,B,0
22:49:38.170,->,540,8,2,19,FE,4,11,0,2,9A
22:49:38.203,->,540,8,6,0,0,0,0,0,0,0
22:49:38.236,->,550,8,10,0,0,0,0,0,0,90
22:49:38.269,->,450,8,0,0,0,0,0,0,B,0
22:49:38.303,->,540,8,4,0,2A,0,0,0,25,0
22:49:38.303,->,550,8,10,0,0,0,0,0,0,D0
22:49:38.339,->,450,8,0,0,0,0,0,0,B,0
22:49:38.372,->,550,8,10,0,0,0,0,0,0,30
22:49:38.406,->,540,8,4,0,2A,0,0,0,27,0
22:49:38.406,->,550,8,10,0,0,0,0,0,0,50
22:49:38.438,->,450,8,0,0,0,0,0,0,B,0
22:49:38.469,->,550,8,10,0,0,0,0,0,0,70
22:49:38.502,->,540,8,6,0,0,0,0,0,0,0
22:49:38.535,->,550,8,10,0,0,0,0,0,0,90
22:49:38.535,->,450,8,0,0,0,0,0,0,B,0
22:49:38.569,->,540,8,2,1F,52,4,11,0,2,9B
22:49:38.606,->,540,8,6,0,0,0,0,0,0,0
22:49:38.638,->,550,8,10,0,0,0,0,0,0,D0
22:49:38.672,->,450,8,0,0,0,0,0,0,B,0
22:49:38.672,->,541,8,2,0,0,0,0,0,0,0
22:49:38.706,->,540,8,6,0,0,0,0,0,0,0
22:49:38.737,->,550,8,10,0,0,0,0,0,0,50
22:49:38.771,->,450,8,0,0,0,0,0,0,B,0
22:49:38.771,->,540,8,4,0,2A,0,0,0,35,0
22:49:38.804,->,540,8,6,0,0,0,0,0,0,0
22:49:38.838,->,550,8,10,0,0,0,0,0,0,90
22:49:38.872,->,450,8,0,0,0,0,0,0,B,0
22:49:38.904,->,540,8,4,0,2A,0,0,0,35,0
22:49:38.904,->,550,8,10,0,0,0,0,0,0,D0
22:49:38.938,->,450,8,0,0,0,0,0,0,B,0
22:49:38.970,->,550,8,10,0,0,0,0,0,0,30
22:49:39.005,->,540,8,4,0,60,0,0,0,32,0
22:49:39.005,->,550,8,10,0,0,0,0,0,0,50
22:49:39.041,->,450,8,0,0,0,0,0,0,B,0
22:49:39.072,->,550,8,10,0,0,0,0,0,0,70
22:49:39.130,->,540,8,6,0,0,0,0,0,0,0
22:49:39.130,->,550,8,10,0,0,0,0,0,0,90
22:49:39.146,->,450,8,0,0,0,0,0,0,B,0
22:49:39.170,->,540,8,2,25,6D,4,11,0,2,9D
22:49:39.202,->,540,8,6,0,0,0,0,0,0,0
22:49:39.235,->,550,8,10,0,0,0,0,0,0,D0
22:49:39.269,->,450,8,0,0,0,0,0,0,B,0
22:49:39.269,->,541,8,2,0,0,0,0,0,0,0
22:49:39.302,->,540,8,6,0,0,0,0,0,0,0
22:49:39.336,->,550,8,10,0,0,0,0,0,0,50
22:49:39.369,->,450,8,0,0,0,0,0,0,B,0
22:49:39.403,->,540,8,4,0,60,0,0,0,27,0
22:49:39.403,->,540,8,6,0,0,0,0,0,0,0
22:49:39.436,->,550,8,10,0,0,0,0,0,0,90
22:49:39.469,->,550,8,10,0,0,0,0,0,0,B0
22:49:39.501,->,540,8,4,0,60,0,0,0,26,0
22:49:39.535,->,550,8,10,0,0,0,0,0,0,D0
22:49:39.535,->,450,8,0,0,0,0,0,0,B,0
22:49:39.568,->,550,8,10,0,0,0,0,0,0,30
22:49:39.601,->,540,8,6,0,0,0,0,0,0,0
22:49:39.634,->,550,8,10,0,0,0,0,0,0,50
22:49:39.667,->,450,8,0,0,0,0,0,0,B,0
22:49:39.667,->,540,8,2,22,CC,4,11,0,2,9D
22:49:39.701,->,540,8,6,0,0,0,0,0,0,0
22:49:39.735,->,550,8,10,0,0,0,0,0,0,90
22:49:39.768,->,450,8,0,0,0,0,0,0,B,0
22:49:39.768,->,540,8,2,21,7F,4,11,0,2,9D
22:49:39.801,->,540,8,6,0,0,0,0,0,0,0
22:49:39.837,->,550,8,10,0,0,0,0,0,0,D0
22:49:39.872,->,450,8,0,0,0,0,0,0,B,0
22:49:39.872,->,540,8,4,0,60,0,0,0,1D,0
22:49:39.902,->,550,8,10,0,0,0,0,0,0,50
22:49:39.936,->,450,8,0,0,0,0,0,0,B,0
22:49:39.970,->,550,8,10,0,0,0,0,0,0,70
22:49:40.002,->,540,8,4,0,6E,0,0,0,1C,0
22:49:40.035,->,550,8,10,0,0,0,0,0,0,90
22:49:40.035,->,450,8,0,0,0,0,0,0,B,0
22:49:40.067,->,550,8,10,0,0,0,0,0,0,B0
22:49:40.100,->,540,8,6,0,0,0,0,0,0,0
22:49:40.139,->,550,8,10,0,0,0,0,0,0,D0
22:49:40.139,->,450,8,0,0,0,0,0,0,B,0
22:49:40.172,->,540,8,2,1E,DD,4,11,0,2,9E
22:49:40.203,->,540,8,6,0,0,0,0,0,0,0
22:49:40.237,->,550,8,10,0,0,0,0,0,0,50
22:49:40.270,->,450,8,0,0,0,0,0,0,B,0
22:49:40.270,->,541,8,2,0,0,0,0,0,0,0
22:49:40.303,->,540,8,6,0,0,0,0,0,0,0
22:49:40.336,->,550,8,10,0,0,0,0,0,0,90
22:49:40.370,->,450,8,0,0,0,0,0,0,B,0
22:49:40.370,->,540,8,4,0,6E,0,0,0,16,0
22:49:40.403,->,540,8,6,0,0,0,0,0,0,0
22:49:40.438,->,550,8,10,0,0,0,0,0,0,D0
22:49:40.469,->,450,8,0,0,0,0,0,0,B,0
22:49:40.503,->,540,8,4,0,6E,0,0,0,15,0
22:49:40.503,->,550,8,10,0,0,0,0,0,0,50
22:49:40.538,->,450,8,0,0,0,0,0,0,B,0
22:49:40.570,->,550,8,10,0,0,0,0,0,0,70
22:49:40.604,->,540,8,4,0,6E,0,0,0,15,0
22:49:40.636,->,550,8,10,0,0,0,0,0,0,90
22:49:40.636,->,450,8,0,0,0,0,0,0,B,0
22:49:40.669,->,550,8,10,0,0,0,0,0,0,B0
22:49:40.704,->,540,8,6,0,0,0,0,0,0,0
22:49:40.734,->,550,8,10,0,0,0,0,0,0,D0
22:49:40.768,->,450,8,0,0,0,0,0,0,B,0
22:49:40.768,->,540,8,2,1B,2A,4,11,0,2,A0
22:49:40.800,->,540,8,6,0,0,0,0,0,0,0
22:49:40.833,->,550,8,10,0,0,0,0,0,0,50
22:49:40.866,->,450,8,0,0,0,0,0,0,B,0
22:49:40.899,->,541,8,2,0,0,0,0,0,0,0
22:49:40.899,->,540,8,6,0,0,0,0,0,0,0
22:49:40.935,->,550,8,10,0,0,0,0,0,0,90
22:49:40.968,->,450,8,0,0,0,0,0,0,B,0
22:49:41.001,->,540,8,4,0,3C,0,0,0,13,0
22:49:41.001,->,540,8,6,0,0,0,0,0,0,0
22:49:41.035,->,550,8,10,0,0,0,0,0,0,D0
22:49:41.068,->,550,8,10,0,0,0,0,0,0,30
22:49:41.101,->,540,8,4,0,3C,0,0,0,12,0
22:49:41.134,->,550,8,10,0,0,0,0,0,0,50
22:49:41.134,->,450,8,0,0,0,0,0,0,B,0
22:49:41.168,->,550,8,10,0,0,0,0,0,0,70
22:49:41.201,->,540,8,6,0,0,0,0,0,0,0
22:49:41.232,->,550,8,10,0,0,0,0,0,0,90
22:49:41.265,->,450,8,0,0,0,0,0,0,B,0
22:49:41.265,->,540,8,2,18,D1,4,11,0,2,A1
22:49:41.299,->,540,8,6,0,0,0,0,0,0,0
22:49:41.332,->,550,8,10,0,0,0,0,0,0,D0
22:49:41.365,->,450,8,0,0,0,0,0,0,B,0
22:49:41.365,->,540,8,2,18,8C,4,11,0,2,A1
22:49:41.398,->,540,8,6,0,0,0,0,0,0,0
22:49:41.432,->,550,8,10,0,0,0,0,0,0,50
22:49:41.467,->,450,8,0,0,0,0,0,0,B,0
22:49:41.504,->,540,8,4,0,3C,0,0,0,11,0
22:49:41.504,->,550,8,10,0,0,0,0,0,0,90
22:49:41.538,->,450,8,0,0,0,0,0,0,B,0
22:49:41.568,->,550,8,10,0,0,0,0,0,0,B0
22:49:41.599,->,540,8,4,0,3C,0,0,0,11,0
22:49:41.634,->,550,8,10,0,0,0,0,0,0,D0
22:49:41.634,->,450,8,0,0,0,0,0,0,B,0
22:49:41.667,->,550,8,10,0,0,0,0,0,0,30
22:49:41.699,->,540,8,6,0,0,0,0,0,0,0
22:49:41.732,->,550,8,10,0,0,0,0,0,0,50
22:49:41.767,->,450,8,0,0,0,0,0,0,B,0
22:49:41.767,->,540,8,2,16,89,4,11,0,2,A2
22:49:41.800,->,540,8,6,0,0,0,0,0,0,0
22:49:41.832,->,550,8,10,0,0,0,0,0,0,90
22:49:41.865,->,450,8,0,0,0,0,0,0,B,0
22:49:41.898,->,541,8,2,0,0,0,0,0,0,0
22:49:41.898,->,540,8,6,0,0,0,0,0,0,0
22:49:41.932,->,550,8,10,0,0,0,0,0,0,D0
22:49:41.966,->,450,8,0,0,0,0,0,0,B,0
22:49:41.998,->,540,8,4,0,26,0,0,0,11,0
22:49:41.998,->,540,8,6,0,0,0,0,0,0,0
22:49:42.031,->,550,8,10,0,0,0,0,0,0,50
22:49:42.064,->,450,8,0,0,0,0,0,0,B,0
22:49:42.098,->,540,8,4,0,26,0,0,0,11,0
22:49:42.131,->,550,8,10,0,0,0,0,0,0,90
22:49:42.131,->,450,8,0,0,0,0,0,0,B,0
22:49:42.164,->,550,8,10,0,0,0,0,0,0,B0
22:49:42.198,->,540,8,4,0,26,0,0,0,11,0
22:49:42.232,->,550,8,10,0,0,0,0,0,0,D0
22:49:42.263,->,450,8,0,0,0,0,0,0,B,0
22:49:42.263,->,550,8,10,0,0,0,0,0,0,30
22:49:42.296,->,540,8,6,0,0,0,0,0,0,0
22:49:42.329,->,550,8,10,0,0,0,0,0,0,50
22:49:42.363,->,450,8,0,0,0,0,0,0,B,0
22:49:42.363,->,540,8,2,15,D1,4,11,0,2,A3
22:49:42.395,->,540,8,6,0,0,0,0,0,0,0
22:49:42.429,->,550,8,10,0,0,0,0,0,0,90
22:49:42.463,->,450,8,0,0,0,0,0,0,B,0
22:49:42.496,->,541,8,2,0,0,0,0,0,0,0
22:49:42.496,->,540,8,6,0,0,0,0,0,0,0
22:49:42.529,->,550,8,10,0,0,0,0,0,0,D0
22:49:42.563,->,450,8,0,0,0,0,0,0,B,0
22:49:42.596,->,540,8,4,0,26,0,0,0,10,0
22:49:42.629,->,540,8,6,0,0,0,0,0,0,0
22:49:42.629,->,550,8,10,0,0,0,0,0,0,50
22:49:42.663,->,550,8,10,0,0,0,0,0,0,70
22:49:42.696,->,540,8,4,0,26,0,0,0,10,0
22:49:42.729,->,550,8,10,0,0,0,0,0,0,90
22:49:42.729,->,450,8,0,0,0,0,0,0,B,0
22:49:42.762,->,550,8,10,0,0,0,0,0,0,B0
22:49:42.795,->,540,8,6,0,0,0,0,0,0,0
22:49:42.828,->,550,8,10,0,0,0,0,0,0,D0
22:49:42.862,->,450,8,0,0,0,0,0,0,B,0
22:49:42.862,->,540,8,2,15,8C,4,11,0,2,A4
22:49:42.897,->,540,8,6,0,0,0,0,0,0,0
22:49:42.931,->,550,8,10,0,0,0,0,0,0,50
22:49:42.966,->,450,8,0,0,0,0,0,0,B,0
22:49:42.966,->,540,8,2,15,63,4,11,0,2,A4
22:49:42.998,->,540,8,6,0,0,0,0,0,0,0
22:49:43.028,->,550,8,10,0,0,0,0,0,0,90
22:49:43.061,->,450,8,0,0,0,0,0,0,B,0
22:49:43.094,->,540,8,4,0,25,0,0,0,11,0
22:49:43.128,->,550,8,10,0,0,0,0,0,0,D0
22:49:43.128,->,450,8,0,0,0,0,0,0,B,0
22:49:43.161,->,550,8,10,0,0,0,0,0,0,30
22:49:43.194,->,540,8,4,0,25,0,0,0,10,0
22:49:43.228,->,550,8,10,0,0,0,0,0,0,50
22:49:43.261,->,450,8,0,0,0,0,0,0,B,0
22:49:43.261,->,550,8,10,0,0,0,0,0,0,70
22:49:43.294,->,540,8,6,0,0,0,0,0,0,0
22:49:43.327,->,550,8,10,0,0,0,0,0,0,90
22:49:43.361,->,450,8,0,0,0,0,0,0,B,0
22:49:43.361,->,540,8,2,12,A0,4,11,0,2,A5
22:49:43.397,->,541,8,2,0,0,0,0,0,0,0
22:49:43.431,->,550,8,10,0,0,0,0,0,0,D0
22:49:43.465,->,450,8,0,0,0,0,0,0,B,0
22:49:43.465,->,550,8,10,0,0,0,0,0,0,30
22:49:43.498,->,450,8,0,0,0,0,0,0,B,0
22:49:43.529,->,550,8,10,0,0,0,0,0,0,50
22:49:43.562,->,450,8,0,0,0,0,0,0,B,0
22:49:43.598,->,550,8,10,0,0,0,0,0,0,70
22:49:43.598,->,450,8,0,0,0,0,0,0,B,0
22:49:43.633,->,550,8,10,0,0,0,0,0,0,90
22:49:43.666,->,450,8,0,0,0,0,0,0,B,0
22:49:43.700,->,540,8,6,0,0,0,0,0,0,0
22:49:43.700,->,550,8,10,0,0,0,0,0,0,D0
22:49:43.730,->,540,8,2,9,88,4,1,0,2,AA
22:49:43.763,->,450,8,0,0,0,0,0,0,B,0
22:49:43.796,->,540,8,6,0,0,0,0,0,0,0
22:49:43.829,->,550,8,10,0,0,0,0,0,0,50
22:49:43.865,->,540,8,2,7,16,4,1,0,2,AA
22:49:43.865,->,540,8,4,0,0,0,0,0,3,0
22:49:43.901,->,540,8,6,0,0,0,0,0,0,0
22:49:43.932,->,550,8,10,0,0,0,0,0,0,90
22:49:43.964,->,540,8,2,6,C,4,11,0,2,AA
22:49:43.964,->,540,8,4,0,0,0,0,0,1,0
22:49:43.997,->,540,8,6,0,0,0,0,0,0,0
22:49:44.033,->,550,8,10,0,0,0,0,0,0,D0
22:49:44.069,->,540,8,2,4,66,4,11,0,2,AA
22:49:44.101,->,540,8,4,0,0,0,0,0,5,0
22:49:44.101,->,540,8,6,0,0,0,0,0,0,0
22:49:44.134,->,550,8,10,0,0,0,0,0,0,50
22:49:44.163,->,540,8,2,4,1,4,11,0,2,AA
22:49:44.198,->,540,8,6,0,0,0,0,0,0,0
22:49:44.198,->,550,8,10,0,0,0,0,0,0,90
22:49:44.235,->,540,8,2,3,74,4,11,0,2,AA
22:49:44.268,->,450,8,0,0,0,0,0,0,B,0
22:49:44.296,->,540,8,6,0,0,0,0,0,0,0
22:49:44.328,->,550,8,10,0,0,0,0,0,0,D0
22:49:44.362,->,540,8,2,2,F4,4,11,0,2,AA
22:49:44.362,->,450,8,0,0,0,0,0,0,B,0
22:49:44.395,->,540,8,6,0,0,0,0,0,0,0
22:49:44.428,->,550,8,10,0,0,0,0,0,0,50
22:49:44.462,->,540,8,2,2,F4,4,11,0,2,AA
22:49:44.462,->,540,8,4,0,0,0,0,0,B,0
22:49:44.496,->,540,8,6,0,0,0,0,0,0,0
22:49:44.529,->,550,8,10,0,0,0,0,0,0,90
22:49:44.562,->,540,8,2,2,F4,4,11,0,2,AA
22:49:44.596,->,540,8,4,0,0,0,0,0,C,0
22:49:44.596,->,540,8,6,0,0,0,0,0,0,0
22:49:44.628,->,550,8,10,0,0,0,0,0,0,D0
22:49:44.663,->,540,8,2,2,F4,4,11,0,2,AA
22:49:44.696,->,540,8,6,0,0,0,0,0,0,0
22:49:44.729,->,550,8,10,0,0,0,0,0,0,50
22:49:44.729,->,540,8,2,2,F4,4,11,0,2,AA
22:49:44.761,->,450,8,0,0,0,0,0,0,B,0
22:49:44.794,->,540,8,6,0,0,0,0,0,0,0
22:49:44.828,->,550,8,10,0,0,0,0,0,0,90
22:49:44.860,->,540,8,2,2,F4,4,11,0,2,AA
22:49:44.860,->,450,8,0,0,0,0,0,0,B,0
22:49:44.894,->,540,8,6,0,0,0,0,0,0,0
22:49:44.927,->,550,8,10,0,0,0,0,0,0,D0
22:49:44.960,->,540,8,2,0,0,4,11,0,2,AB
22:49:44.960,->,540,8,4,0,6,0,0,0,B,0
22:49:44.994,->,540,8,6,0,0,0,0,0,0,0
22:49:45.027,->,550,8,10,0,0,0,0,0,0,50
22:49:45.060,->,540,8,2,0,0,4,11,0,2,AB
22:49:45.094,->,540,8,4,0,6,0,0,0,C,0
22:49:45.094,->,540,8,6,0,0,0,0,0,0,0
22:49:45.127,->,550,8,10,0,0,0,0,0,0,90
22:49:45.160,->,540,8,2,0,0,4,11,0,2,AB
22:49:45.198,->,540,8,6,0,0,0,0,0,0,0
22:49:45.198,->,450,8,0,0,0,0,0,0,B,0
22:49:45.230,->,550,8,10,0,0,0,0,0,0,D0
22:49:45.263,->,540,8,2,0,0,4,11,0,2,AB
22:49:45.295,->,540,8,6,0,0,0,0,0,0,0
22:49:45.333,->,550,8,10,0,0,0,0,0,0,50
22:49:45.333,->,540,8,2,0,0,4,11,0,2,AB
22:49:45.365,->,450,8,0,0,0,0,0,0,B,0
22:49:45.399,->,540,8,6,0,0,0,0,0,0,0
22:49:45.431,->,550,8,10,0,0,0,0,0,0,90
22:49:45.431,->,540,8,2,0,0,4,11,0,2,AB
22:49:45.465,->,450,8,0,0,0,0,0,0,B,0
22:49:45.498,->,540,8,6,0,0,0,0,0,0,0
22:49:45.531,->,550,8,10,0,0,0,0,0,0,D0
22:49:45.564,->,540,8,2,0,0,4,11,0,2,AB
22:49:45.564,->,540,8,4,0,6,0,0,0,C,0
22:49:45.597,->,540,8,6,0,0,0,0,0,0,0
22:49:45.630,->,550,8,10,0,0,0,0,0,0,50
22:49:45.667,->,540,8,2,0,0,4,11,0,2,AC
22:49:45.667,->,540,8,4,0,6,0,0,0,C,0
22:49:45.697,->,540,8,6,0,0,0,0,0,0,0
22:49:45.733,->,550,8,10,0,0,0,0,0,0,90
22:49:45.762,->,540,8,2,0,0,4,11,0,2,AC
22:49:45.796,->,540,8,6,0,0,0,0,0,0,0
22:49:45.796,->,450,8,0,0,0,0,0,0,B,0
22:49:45.829,->,550,8,10,0,0,0,0,0,0,D0
22:49:45.862,->,540,8,2,0,0,4,11,0,2,AC
22:49:45.896,->,540,8,6,0,0,0,0,0,0,0
22:49:45.929,->,550,8,10,0,0,0,0,0,0,50
22:49:45.929,->,540,8,2,0,0,4,11,0,2,AC
22:49:45.963,->,450,8,0,0,0,0,0,0,B,0
22:49:45.996,->,540,8,6,0,0,0,0,0,0,0
22:49:46.030,->,550,8,10,0,0,0,0,0,0,90
22:49:46.030,->,540,8,2,0,0,4,11,0,2,AC
22:49:46.063,->,450,8,0,0,0,0,0,0,B,0
22:49:46.096,->,540,8,6,0,0,0,0,0,0,0
22:49:46.129,->,550,8,10,0,0,0,0,0,0,D0
22:49:46.162,->,540,8,2,0,0,4,11,0,2,AC
22:49:46.162,->,540,8,4,0,0,0,0,0,D,0
22:49:46.196,->,540,8,6,0,0,0,0,0,0,0
22:49:46.233,->,550,8,10,0,0,0,0,0,0,50
22:49:46.263,->,540,8,2,0,0,4,11,0,2,AD
22:49:46.263,->,540,8,4,0,0,0,0,0,D,0
22:49:46.296,->,540,8,6,0,0,0,0,0,0,0
22:49:46.329,->,550,8,10,0,0,0,0,0,0,90
22:49:46.361,->,540,8,2,0,0,4,11,0,2,AD
22:49:46.394,->,540,8,6,0,0,0,0,0,0,0
22:49:46.394,->,450,8,0,0,0,0,0,0,B,0
22:49:46.428,->,550,8,10,0,0,0,0,0,0,D0
22:49:46.461,->,540,8,2,0,0,4,11,0,2,AD
22:49:46.494,->,540,8,6,0,0,0,0,0,0,0
22:49:46.527,->,550,8,10,0,0,0,0,0,0,50
22:49:46.527,->,540,8,2,0,0,4,11,0,2,AD
22:49:46.560,->,450,8,0,0,0,0,0,0,B,0
22:49:46.594,->,540,8,6,0,0,0,0,0,0,0
22:49:46.626,->,550,8,10,0,0,0,0,0,0,90
22:49:46.660,->,540,8,2,0,0,4,11,0,2,AE
22:49:46.660,->,450,8,0,0,0,0,0,0,B,0
22:49:46.693,->,540,8,6,0,0,0,0,0,0,0
22:49:46.726,->,550,8,10,0,0,0,0,0,0,D0
22:49:46.763,->,540,8,2,0,0,4,11,0,2,AE
22:49:46.763,->,540,8,4,0,0,0,0,0,C,0
22:49:46.794,->,540,8,6,0,0,0,0,0,0,0
22:49:46.828,->,550,8,10,0,0,0,0,0,0,50
22:49:46.861,->,540,8,2,0,0,4,11,0,2,AE
22:49:46.894,->,540,8,4,0,0,0,0,0,D,0
22:49:46.894,->,540,8,6,0,0,0,0,0,0,0
22:49:46.928,->,550,8,10,0,0,0,0,0,0,90
22:49:46.961,->,540,8,2,0,0,4,11,0,2,AE
22:49:46.994,->,540,8,4,0,0,0,0,0,D,0
22:49:46.994,->,540,8,6,0,0,0,0,0,0,0
22:49:47.025,->,550,8,10,0,0,0,0,0,0,D0
22:49:47.059,->,540,8,2,0,0,4,11,0,2,AE
22:49:47.092,->,540,8,6,0,0,0,0,0,0,0
22:49:47.126,->,450,8,0,0,0,0,0,0,B,0
22:49:47.126,->,550,8,10,0,0,0,0,0,0,50
22:49:47.158,->,541,8,2,0,0,0,0,0,0,0
22:49:47.191,->,540,8,6,0,0,0,0,0,0,0
22:49:47.226,->,550,8,10,0,0,0,0,0,0,90
22:49:47.226,->,540,8,2,0,0,4,11,0,2,AF
22:49:47.262,->,450,8,0,0,0,0,0,0,B,0
22:49:47.301,->,540,8,6,0,0,0,0,0,0,0
22:49:47.333,->,550,8,10,0,0,0,0,0,0,D0
22:49:47.333,->,540,8,2,0,0,4,11,0,2,AF
22:49:47.365,->,450,8,0,0,0,0,0,0,B,0
22:49:47.404,->,540,8,6,0,0,0,0,0,0,0
22:49:47.434,->,550,8,10,0,0,0,0,0,0,50
22:49:47.434,->,540,8,2,0,0,4,11,0,2,AF
22:49:47.468,->,540,8,4,0,0,0,0,0,C,0
22:49:47.501,->,540,8,6,0,0,0,0,0,0,0
22:49:47.533,->,550,8,10,0,0,0,0,0,0,90
22:49:47.566,->,540,8,2,0,0,4,11,0,2,AF
22:49:47.566,->,540,8,4,0,0,0,0,0,D,0
22:49:47.599,->,540,8,6,0,0,0,0,0,0,0
22:49:47.632,->,550,8,10,0,0,0,0,0,0,D0
22:49:47.665,->,540,8,2,0,0,4,11,0,2,AF
22:49:47.700,->,540,8,6,0,0,0,0,0,0,0
22:49:47.700,->,450,8,0,0,0,0,0,0,B,0
22:49:47.739,->,550,8,10,0,0,0,0,0,0,50
22:49:47.767,->,540,8,2,0,0,4,11,0,2,B0
22:49:47.800,->,540,8,6,0,0,0,0,0,0,0
22:49:47.800,->,550,8,10,0,0,0,0,0,0,90
22:49:47.834,->,540,8,2,0,0,4,11,0,2,B0
22:49:47.865,->,450,8,0,0,0,0,0,0,B,0
22:49:47.900,->,540,8,6,0,0,0,0,0,0,0
22:49:47.933,->,550,8,10,0,0,0,0,0,0,D0
22:49:47.933,->,540,8,2,0,0,4,11,0,2,B0
22:49:47.966,->,450,8,0,0,0,0,0,0,B,0
22:49:48.000,->,540,8,6,0,0,0,0,0,0,0
22:49:48.036,->,550,8,10,0,0,0,0,0,0,50
22:49:48.036,->,540,8,2,0,0,4,11,0,2,B0
22:49:48.068,->,540,8,4,0,0,0,0,0,C,0
22:49:48.102,->,540,8,6,0,0,0,0,0,0,0
22:49:48.134,->,550,8,10,0,0,0,0,0,0,90
22:49:48.167,->,540,8,2,0,0,4,11,0,2,B0
22:49:48.167,->,540,8,4,0,0,0,0,0,C,0
22:49:48.199,->,540,8,6,0,0,0,0,0,0,0
22:49:48.232,->,550,8,10,0,0,0,0,0,0,D0
22:49:48.265,->,540,8,2,0,0,4,11,0,2,B0
22:49:48.299,->,540,8,6,0,0,0,0,0,0,0
22:49:48.299,->,450,8,0,0,0,0,0,0,B,0
22:49:48.332,->,550,8,10,0,0,0,0,0,0,50
22:49:48.365,->,540,8,2,0,0,4,11,0,2,B0
22:49:48.398,->,540,8,6,0,0,0,0,0,0,0
22:49:48.398,->,550,8,10,0,0,0,0,0,0,90
22:49:48.438,->,540,8,2,0,0,4,11,0,2,B0
22:49:48.469,->,450,8,0,0,0,0,0,0,B,0
22:49:48.501,->,540,8,6,0,0,0,0,0,0,0
22:49:48.501,->,550,8,10,0,0,0,0,0,0,D0
22:49:48.533,->,540,8,2,0,0,4,11,0,2,B0
22:49:48.565,->,450,8,0,0,0,0,0,0,B,0
22:49:48.599,->,540,8,6,0,0,0,0,0,0,0
22:49:48.632,->,550,8,10,0,0,0,0,0,0,50
22:49:48.632,->,540,8,2,0,0,4,11,0,2,B1
22:49:48.665,->,540,8,4,0,0,0,0,0,C,0
22:49:48.699,->,540,8,6,0,0,0,0,0,0,0
22:49:48.730,->,550,8,10,0,0,0,0,0,0,90
