22:24:21.95,->,ID,,DLC,,,DATA,,,,,
22:24:53.31,->,550,8,10,0,0,0,0,0,0,50,
22:24:53.34,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.37,->,550,8,10,0,0,0,0,0,0,70,
22:24:53.37,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.41,->,550,8,10,0,0,0,0,0,0,90,
22:24:53.44,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.47,->,550,8,10,0,0,0,0,0,0,B0,
22:24:53.50,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.50,->,550,8,10,0,0,0,0,0,0,D0,
22:24:53.54,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.57,->,550,8,10,0,0,0,0,0,0,30,
22:24:53.60,->,550,8,10,0,0,0,0,0,0,50,
22:24:53.60,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.64,->,550,8,10,0,0,0,0,0,0,70,
22:24:53.67,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.70,->,550,8,10,0,0,0,0,0,0,90,
22:24:53.74,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.74,->,550,8,10,0,0,0,0,0,0,B0,
22:24:53.77,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.80,->,550,8,10,0,0,0,0,0,0,D0,
22:24:53.84,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.84,->,550,8,10,0,0,0,0,0,0,30,
22:24:53.87,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.90,->,550,8,10,0,0,0,0,0,0,50,
22:24:53.94,->,450,8,0,0,0,0,0,0,B,0,
22:24:53.97,->,550,8,10,0,0,0,0,0,0,70,
22:24:53.97,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.00,->,550,8,10,0,0,0,0,0,0,90,
22:24:54.04,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.07,->,550,8,10,0,0,0,0,0,0,B0,
22:24:54.10,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.10,->,550,8,10,0,0,0,0,0,0,D0,
22:24:54.14,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.17,->,550,8,10,0,0,0,0,0,0,30,
22:24:54.20,->,550,8,10,0,0,0,0,0,0,50,
22:24:54.24,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.24,->,550,8,10,0,0,0,0,0,0,70,
22:24:54.27,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.30,->,550,8,10,0,0,0,0,0,0,90,
22:24:54.34,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.34,->,550,8,10,0,0,0,0,0,0,B0,
22:24:54.37,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.40,->,550,8,10,0,0,0,0,0,0,D0,
22:24:54.43,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.47,->,550,8,10,0,0,0,0,0,0,30,
22:24:54.47,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.50,->,550,8,10,0,0,0,0,0,0,50,
22:24:54.53,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.57,->,550,8,10,0,0,0,0,0,0,70,
22:24:54.60,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.60,->,550,8,10,0,0,0,0,0,0,90,
22:24:54.63,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.67,->,550,8,10,0,0,0,0,0,0,B0,
22:24:54.70,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.70,->,550,8,10,0,0,0,0,0,0,D0,
22:24:54.73,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.77,->,550,8,10,0,0,0,0,0,0,30,
22:24:54.80,->,550,8,10,0,0,0,0,0,0,50,
22:24:54.83,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.83,->,550,8,10,0,0,0,0,0,0,70,
22:24:54.87,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.90,->,550,8,10,0,0,0,0,0,0,90,
22:24:54.93,->,450,8,0,0,0,0,0,0,B,0,
22:24:54.97,->,550,8,10,0,0,0,0,0,0,B0,
22:24:54.97,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.00,->,550,8,10,0,0,0,0,0,0,D0,
22:24:55.03,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.07,->,550,8,10,0,0,0,0,0,0,30,
22:24:55.07,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.10,->,550,8,10,0,0,0,0,0,0,50,
22:24:55.13,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.17,->,550,8,10,0,0,0,0,0,0,70,
22:24:55.20,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.20,->,550,8,10,0,0,0,0,0,0,90,
22:24:55.23,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.27,->,550,8,10,0,0,0,0,0,0,B0,
22:24:55.30,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.30,->,550,8,10,0,0,0,0,0,0,D0,
22:24:55.33,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.36,->,550,8,10,0,0,0,0,0,0,30,
22:24:55.40,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.43,->,550,8,10,0,0,0,0,0,0,50,
22:24:55.43,->,550,8,10,0,0,0,0,0,0,70,
22:24:55.46,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.50,->,550,8,10,0,0,0,0,0,0,90,
22:24:55.53,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.56,->,550,8,10,0,0,0,0,0,0,B0,
22:24:55.56,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.60,->,550,8,10,0,0,0,0,0,0,D0,
22:24:55.63,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.66,->,550,8,10,0,0,0,0,0,0,30,
22:24:55.66,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.70,->,550,8,10,0,0,0,0,0,0,50,
22:24:55.73,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.76,->,550,8,10,0,0,0,0,0,0,70,
22:24:55.80,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.80,->,550,8,10,0,0,0,0,0,0,90,
22:24:55.83,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.86,->,550,8,10,0,0,0,0,0,0,B0,
22:24:55.90,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.93,->,550,8,10,0,0,0,0,0,0,D0,
22:24:55.93,->,450,8,0,0,0,0,0,0,B,0,
22:24:55.96,->,550,8,10,0,0,0,0,0,0,30,
22:24:56.00,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.03,->,550,8,10,0,0,0,0,0,0,50,
22:24:56.03,->,550,8,10,0,0,0,0,0,0,70,
22:24:56.06,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.10,->,550,8,10,0,0,0,0,0,0,90,
22:24:56.13,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.16,->,550,8,10,0,0,0,0,0,0,B0,
22:24:56.16,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.19,->,550,8,10,0,0,0,0,0,0,D0,
22:24:56.23,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.26,->,550,8,10,0,0,0,0,0,0,30,
22:24:56.26,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.29,->,550,8,10,0,0,0,0,0,0,50,
22:24:56.33,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.36,->,550,8,10,0,0,0,0,0,0,70,
22:24:56.39,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.39,->,550,8,10,0,0,0,0,0,0,90,
22:24:56.43,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.46,->,550,8,10,0,0,0,0,0,0,B0,
22:24:56.49,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.49,->,550,8,10,0,0,0,0,0,0,D0,
22:24:56.53,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.56,->,550,8,10,0,0,0,0,0,0,30,
22:24:56.59,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.63,->,550,8,10,0,0,0,0,0,0,50,
22:24:56.63,->,550,8,10,0,0,0,0,0,0,70,
22:24:56.66,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.69,->,550,8,10,0,0,0,0,0,0,90,
22:24:56.73,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.76,->,550,8,10,0,0,0,0,0,0,B0,
22:24:56.76,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.79,->,550,8,10,0,0,0,0,0,0,D0,
22:24:56.83,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.86,->,550,8,10,0,0,0,0,0,0,30,
22:24:56.86,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.89,->,550,8,10,0,0,0,0,0,0,50,
22:24:56.93,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.96,->,550,8,10,0,0,0,0,0,0,70,
22:24:56.99,->,450,8,0,0,0,0,0,0,B,0,
22:24:56.99,->,550,8,10,0,0,0,0,0,0,90,
22:24:57.03,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.06,->,550,8,10,0,0,0,0,0,0,B0,
22:24:57.09,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.09,->,550,8,10,0,0,0,0,0,0,D0,
22:24:57.12,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.16,->,550,8,10,0,0,0,0,0,0,30,
22:24:57.19,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.22,->,550,8,10,0,0,0,0,0,0,50,
22:24:57.22,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.26,->,550,8,10,0,0,0,0,0,0,70,
22:24:57.29,->,550,8,10,0,0,0,0,0,0,90,
22:24:57.32,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.36,->,550,8,10,0,0,0,0,0,0,B0,
22:24:57.36,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.39,->,550,8,10,0,0,0,0,0,0,D0,
22:24:57.42,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.46,->,550,8,10,0,0,0,0,0,0,30,
22:24:57.49,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.49,->,550,8,10,0,0,0,0,0,0,50,
22:24:57.52,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.56,->,550,8,10,0,0,0,0,0,0,70,
22:24:57.59,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.59,->,550,8,10,0,0,0,0,0,0,90,
22:24:57.62,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.66,->,550,8,10,0,0,0,0,0,0,B0,
22:24:57.69,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.72,->,550,8,10,0,0,0,0,0,0,D0,
22:24:57.72,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.75,->,550,8,10,0,0,0,0,0,0,30,
22:24:57.79,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.82,->,550,8,10,0,0,0,0,0,0,50,
22:24:57.85,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.85,->,550,8,10,0,0,0,0,0,0,70,
22:24:57.89,->,550,8,10,0,0,0,0,0,0,90,
22:24:57.92,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.95,->,550,8,10,0,0,0,0,0,0,B0,
22:24:57.99,->,450,8,0,0,0,0,0,0,B,0,
22:24:57.99,->,550,8,10,0,0,0,0,0,0,D0,
22:24:58.02,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.05,->,550,8,10,0,0,0,0,0,0,30,
22:24:58.09,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.09,->,550,8,10,0,0,0,0,0,0,50,
22:24:58.12,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.15,->,550,8,10,0,0,0,0,0,0,70,
22:24:58.19,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.22,->,550,8,10,0,0,0,0,0,0,90,
22:24:58.22,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.25,->,550,8,10,0,0,0,0,0,0,B0,
22:24:58.29,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.32,->,550,8,10,0,0,0,0,0,0,D0,
22:24:58.32,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.35,->,550,8,10,0,0,0,0,0,0,30,
22:24:58.39,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.42,->,550,8,10,0,0,0,0,0,0,50,
22:24:58.45,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.45,->,550,8,10,0,0,0,0,0,0,70,
22:24:58.49,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.52,->,550,8,10,0,0,0,0,0,0,90,
22:24:58.55,->,550,8,10,0,0,0,0,0,0,B0,
22:24:58.59,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.59,->,550,8,10,0,0,0,0,0,0,D0,
22:24:58.62,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.65,->,550,8,10,0,0,0,0,0,0,30,
22:24:58.68,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.68,->,550,8,10,0,0,0,0,0,0,50,
22:24:58.72,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.75,->,550,8,10,0,0,0,0,0,0,70,
22:24:58.78,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.82,->,550,8,10,0,0,0,0,0,0,90,
22:24:58.82,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.85,->,550,8,10,0,0,0,0,0,0,B0,
22:24:58.88,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.92,->,550,8,10,0,0,0,0,0,0,D0,
22:24:58.92,->,450,8,0,0,0,0,0,0,B,0,
22:24:58.95,->,550,8,10,0,0,0,0,0,0,30,
22:24:58.98,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.02,->,550,8,10,0,0,0,0,0,0,50,
22:24:59.05,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.05,->,550,8,10,0,0,0,0,0,0,70,
22:24:59.08,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.12,->,550,8,10,0,0,0,0,0,0,90,
22:24:59.15,->,550,8,10,0,0,0,0,0,0,B0,
22:24:59.15,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.18,->,550,8,10,0,0,0,0,0,0,D0,
22:24:59.22,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.25,->,550,8,10,0,0,0,0,0,0,30,
22:24:59.28,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.28,->,550,8,10,0,0,0,0,0,0,50,
22:24:59.32,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.35,->,550,8,10,0,0,0,0,0,0,70,
22:24:59.38,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.42,->,550,8,10,0,0,0,0,0,0,90,
22:24:59.42,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.45,->,550,8,10,0,0,0,0,0,0,B0,
22:24:59.48,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.52,->,550,8,10,0,0,0,0,0,0,D0,
22:24:59.52,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.55,->,550,8,10,0,0,0,0,0,0,30,
22:24:59.58,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.61,->,550,8,10,0,0,0,0,0,0,50,
22:24:59.65,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.65,->,550,8,10,0,0,0,0,0,0,70,
22:24:59.68,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.71,->,550,8,10,0,0,0,0,0,0,90,
22:24:59.75,->,550,8,10,0,0,0,0,0,0,B0,
22:24:59.78,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.78,->,550,8,10,0,0,0,0,0,0,D0,
22:24:59.81,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.85,->,550,8,10,0,0,0,0,0,0,30,
22:24:59.88,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.88,->,550,8,10,0,0,0,0,0,0,50,
22:24:59.91,->,450,8,0,0,0,0,0,0,B,0,
22:24:59.95,->,550,8,10,0,0,0,0,0,0,70,
22:24:59.98,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.01,->,550,8,10,0,0,0,0,0,0,90,
22:25:00.01,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.05,->,550,8,10,0,0,0,0,0,0,B0,
22:25:00.08,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.11,->,550,8,10,0,0,0,0,0,0,D0,
22:25:00.15,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.15,->,550,8,10,0,0,0,0,0,0,30,
22:25:00.18,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.21,->,550,8,10,0,0,0,0,0,0,50,
22:25:00.25,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.25,->,550,8,10,0,0,0,0,0,0,70,
22:25:00.28,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.31,->,550,8,10,0,0,0,0,0,0,90,
22:25:00.35,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.35,->,550,8,10,0,0,0,0,0,0,B0,
22:25:00.38,->,550,8,10,0,0,0,0,0,0,D0,
22:25:00.41,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.45,->,550,8,10,0,0,0,0,0,0,30,
22:25:00.48,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.48,->,550,8,10,0,0,0,0,0,0,50,
22:25:00.51,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.54,->,550,8,10,0,0,0,0,0,0,70,
22:25:00.58,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.61,->,550,8,10,0,0,0,0,0,0,90,
22:25:00.61,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.64,->,550,8,10,0,0,0,0,0,0,B0,
22:25:00.68,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.71,->,550,8,10,0,0,0,0,0,0,D0,
22:25:00.74,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.74,->,550,8,10,0,0,0,0,0,0,30,
22:25:00.78,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.81,->,550,8,10,0,0,0,0,0,0,50,
22:25:00.84,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.84,->,550,8,10,0,0,0,0,0,0,70,
22:25:00.88,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.91,->,550,8,10,0,0,0,0,0,0,90,
22:25:00.94,->,450,8,0,0,0,0,0,0,B,0,
22:25:00.98,->,550,8,10,0,0,0,0,0,0,B0,
22:25:00.98,->,550,8,10,0,0,0,0,0,0,D0,
22:25:01.01,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.04,->,550,8,10,0,0,0,0,0,0,30,
22:25:01.08,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.11,->,550,8,10,0,0,0,0,0,0,50,
22:25:01.11,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.14,->,550,8,10,0,0,0,0,0,0,70,
22:25:01.18,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.21,->,550,8,10,0,0,0,0,0,0,90,
22:25:01.21,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.24,->,550,8,10,0,0,0,0,0,0,B0,
22:25:01.28,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.31,->,550,8,10,0,0,0,0,0,0,D0,
22:25:01.34,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.34,->,550,8,10,0,0,0,0,0,0,30,
22:25:01.38,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.41,->,550,8,10,0,0,0,0,0,0,50,
22:25:01.44,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.44,->,550,8,10,0,0,0,0,0,0,70,
22:25:01.48,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.51,->,550,8,10,0,0,0,0,0,0,90,
22:25:01.54,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.58,->,550,8,10,0,0,0,0,0,0,B0,
22:25:01.58,->,550,8,10,0,0,0,0,0,0,D0,
22:25:01.61,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.64,->,550,8,10,0,0,0,0,0,0,30,
22:25:01.67,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.71,->,550,8,10,0,0,0,0,0,0,50,
22:25:01.71,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.74,->,550,8,10,0,0,0,0,0,0,70,
22:25:01.77,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.81,->,550,8,10,0,0,0,0,0,0,90,
22:25:01.81,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.84,->,550,8,10,0,0,0,0,0,0,B0,
22:25:01.87,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.91,->,550,8,10,0,0,0,0,0,0,D0,
22:25:01.94,->,450,8,0,0,0,0,0,0,B,0,
22:25:01.94,->,550,8,10,0,0,0,0,0,0,30,
22:25:01.97,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.01,->,550,8,10,0,0,0,0,0,0,50,
22:25:02.04,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.07,->,550,8,10,0,0,0,0,0,0,70,
22:25:02.07,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.10,->,550,8,10,0,0,0,0,0,0,90,
22:25:02.14,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.17,->,550,8,10,0,0,0,0,0,0,B0,
22:25:02.17,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.20,->,550,8,10,0,0,0,0,0,0,D0,
22:25:02.24,->,550,8,10,0,0,0,0,0,0,30,
22:25:02.27,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.30,->,550,8,10,0,0,0,0,0,0,50,
22:25:02.30,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.34,->,550,8,10,0,0,0,0,0,0,70,
22:25:02.37,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.40,->,550,8,10,0,0,0,0,0,0,90,
22:25:02.44,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.44,->,550,8,10,0,0,0,0,0,0,B0,
22:25:02.47,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.50,->,550,8,10,0,0,0,0,0,0,D0,
22:25:02.53,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.53,->,550,8,10,0,0,0,0,0,0,30,
22:25:02.57,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.60,->,550,8,10,0,0,0,0,0,0,50,
22:25:02.63,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.67,->,550,8,10,0,0,0,0,0,0,70,
22:25:02.67,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.70,->,550,8,10,0,0,0,0,0,0,90,
22:25:02.73,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.77,->,550,8,10,0,0,0,0,0,0,B0,
22:25:02.80,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.80,->,550,8,10,0,0,0,0,0,0,D0,
22:25:02.83,->,550,8,10,0,0,0,0,0,0,30,
22:25:02.87,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.90,->,550,8,10,0,0,0,0,0,0,50,
22:25:02.90,->,450,8,0,0,0,0,0,0,B,0,
22:25:02.93,->,550,8,10,0,0,0,0,0,0,70,
22:25:02.97,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.00,->,550,8,10,0,0,0,0,0,0,90,
22:25:03.03,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.03,->,550,8,10,0,0,0,0,0,0,B0,
22:25:03.06,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.10,->,550,8,10,0,0,0,0,0,0,D0,
22:25:03.13,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.16,->,550,8,10,0,0,0,0,0,0,30,
22:25:03.16,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.20,->,550,8,10,0,0,0,0,0,0,50,
22:25:03.23,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.26,->,550,8,10,0,0,0,0,0,0,70,
22:25:03.26,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.30,->,550,8,10,0,0,0,0,0,0,90,
22:25:03.33,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.36,->,550,8,10,0,0,0,0,0,0,B0,
22:25:03.40,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.40,->,550,8,10,0,0,0,0,0,0,D0,
22:25:03.43,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.46,->,550,8,10,0,0,0,0,0,0,30,
22:25:03.50,->,550,8,10,0,0,0,0,0,0,50,
22:25:03.53,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.53,->,550,8,10,0,0,0,0,0,0,70,
22:25:03.56,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.60,->,550,8,10,0,0,0,0,0,0,90,
22:25:03.63,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.63,->,550,8,10,0,0,0,0,0,0,B0,
22:25:03.66,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.70,->,550,8,10,0,0,0,0,0,0,D0,
22:25:03.73,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.76,->,550,8,10,0,0,0,0,0,0,30,
22:25:03.76,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.79,->,550,8,10,0,0,0,0,0,0,50,
22:25:03.83,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.86,->,550,8,10,0,0,0,0,0,0,70,
22:25:03.86,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.89,->,550,8,10,0,0,0,0,0,0,90,
22:25:03.93,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.96,->,550,8,10,0,0,0,0,0,0,B0,
22:25:03.99,->,450,8,0,0,0,0,0,0,B,0,
22:25:03.99,->,550,8,10,0,0,0,0,0,0,D0,
22:25:04.03,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.06,->,550,8,10,0,0,0,0,0,0,30,
22:25:04.09,->,550,8,10,0,0,0,0,0,0,50,
22:25:04.13,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.13,->,550,8,10,0,0,0,0,0,0,70,
22:25:04.16,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.19,->,550,8,10,0,0,0,0,0,0,90,
22:25:04.23,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.23,->,550,8,10,0,0,0,0,0,0,B0,
22:25:04.26,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.29,->,550,8,10,0,0,0,0,0,0,D0,
22:25:04.33,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.36,->,550,8,10,0,0,0,0,0,0,30,
22:25:04.36,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.39,->,550,8,10,0,0,0,0,0,0,50,
22:25:04.43,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.46,->,550,8,10,0,0,0,0,0,0,70,
22:25:04.49,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.49,->,550,8,10,0,0,0,0,0,0,90,
22:25:04.53,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.56,->,550,8,10,0,0,0,0,0,0,B0,
22:25:04.59,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.59,->,550,8,10,0,0,0,0,0,0,D0,
22:25:04.63,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.66,->,550,8,10,0,0,0,0,0,0,30,
22:25:04.69,->,550,8,10,0,0,0,0,0,0,50,
22:25:04.72,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.72,->,550,8,10,0,0,0,0,0,0,70,
22:25:04.76,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.79,->,550,8,10,0,0,0,0,0,0,90,
22:25:04.82,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.86,->,550,8,10,0,0,0,0,0,0,B0,
22:25:04.86,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.89,->,550,8,10,0,0,0,0,0,0,D0,
22:25:04.92,->,450,8,0,0,0,0,0,0,B,0,
22:25:04.96,->,550,8,10,0,0,0,0,0,0,30,
