Time  ID DLC    DATA    
22:38:18.066 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.199 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.265 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.364 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.464 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.563 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.629 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.663 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.730 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.764 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.875 -> 450 8 0 0 0 0 0 0 B 0
22:38:18.961 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.061 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.161 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.313 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.361 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.461 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.560 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.626 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.659 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.759 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.858 -> 450 8 0 0 0 0 0 0 B 0
22:38:19.958 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.057 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.158 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.258 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.358 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.458 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.550 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.596 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.626 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.659 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.759 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.858 -> 450 8 0 0 0 0 0 0 B 0
22:38:20.958 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.057 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.156 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.256 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.355 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.454 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.521 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.555 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.621 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.687 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.754 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.855 -> 450 8 0 0 0 0 0 0 B 0
22:38:21.973 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.055 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.155 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.254 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.354 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.453 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.587 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.620 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.687 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.754 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.853 -> 450 8 0 0 0 0 0 0 B 0
22:38:22.953 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.053 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.153 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.260 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.354 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.453 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.519 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.586 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.621 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.686 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.752 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.853 -> 450 8 0 0 0 0 0 0 B 0
22:38:23.953 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.061 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.152 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.264 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.352 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.485 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.518 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.585 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.652 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.753 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.852 -> 450 8 0 0 0 0 0 0 B 0
22:38:24.952 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.051 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.151 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.251 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.359 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.419 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.486 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.519 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.585 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.653 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.752 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.852 -> 450 8 0 0 0 0 0 0 B 0
22:38:25.951 -> 450 8 0 0 0 0 0 0 B 0
22:38:26.050 -> 450 8 0 0 0 0 0 0 B 0
22:38:26.150 -> 450 8 0 0 0 0 0 0 B 0
22:38:26.283 -> 450 8 0 0 0 0 0 0 B 0
22:38:26.383 -> 450 8 0 0 0 0 0 0 B 0
22:38:26.416 -> 450 8 0 0 0 0 0 0 B 0
22:38:26.483 -> 450 8 0 0 0 0 0 0 B 0
22:38:26.516 -> 450 8 0 0 0 0 0 0 B 0
